MSA Code,MSA Title,State FIPS Code,State Name,2000 PUMA Code,MSA 2010 Population,2000 PUMA Est. 2010 Population*,Intersection Est. 2010 Population*,Percent MSA Population,Percent PUMA Population
19340,"Davenport-Moline-Rock Island, IA-IL",17,Illinois,102,"379,690","100,520","100,520",26.47,100
19340,"Davenport-Moline-Rock Island, IA-IL",17,Illinois,103,"379,690","106,819","106,819",28.13,100
19340,"Davenport-Moline-Rock Island, IA-IL",19,Iowa,1900,"379,690","165,224","165,224",43.52,100
19380,"Dayton, OH",39,Ohio,3001,"799,232","106,324","102,506",12.83,96.41
19380,"Dayton, OH",39,Ohio,3900,"799,232","161,573","161,573",20.22,100
19380,"Dayton, OH",39,Ohio,4000,"799,232","141,532","141,532",17.71,100
19380,"Dayton, OH",39,Ohio,4101,"799,232","119,201","119,201",14.91,100
19380,"Dayton, OH",39,Ohio,4102,"799,232","117,322","117,322",14.68,100
19380,"Dayton, OH",39,Ohio,4103,"799,232","157,098","157,098",19.66,100
19460,"Decatur, AL",1,Alabama,600,"153,829","153,829","153,829",100,100
19500,"Decatur, IL",17,Illinois,1500,"110,768","110,768","110,768",100,100
19660,"Deltona-Daytona Beach-Ormond Beach, FL",12,Florida,1400,"590,289","170,060","95,696",16.21,56.27
19660,"Deltona-Daytona Beach-Ormond Beach, FL",12,Florida,1901,"590,289","242,298","242,298",41.05,100
19660,"Deltona-Daytona Beach-Ormond Beach, FL",12,Florida,1902,"590,289","118,838","118,838",20.13,100
19660,"Deltona-Daytona Beach-Ormond Beach, FL",12,Florida,1903,"590,289","133,457","133,457",22.61,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,300,"2,543,482","252,891",66,0,0.03
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,400,"2,543,482","137,476","23,086",0.91,16.79
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,801,"2,543,482","114,993","97,964",3.85,85.19
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,802,"2,543,482","131,888",146,0.01,0.11
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,804,"2,543,482","126,051","89,287",3.51,70.83
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,805,"2,543,482","117,907","117,907",4.64,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,806,"2,543,482","135,704","135,704",5.34,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,807,"2,543,482","151,662","151,662",5.96,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,808,"2,543,482","180,688","180,688",7.1,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,809,"2,543,482","112,827","112,827",4.44,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,810,"2,543,482","112,878","112,878",4.44,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,811,"2,543,482","110,222","110,222",4.33,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,812,"2,543,482","154,878","154,878",6.09,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,813,"2,543,482","96,437","96,437",3.79,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,814,"2,543,482","102,044","102,044",4.01,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,815,"2,543,482","154,017","154,017",6.06,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,816,"2,543,482","119,184","119,184",4.69,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,817,"2,543,482","109,709","109,709",4.31,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,818,"2,543,482","95,572","95,572",3.76,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,819,"2,543,482","138,358","138,358",5.44,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,820,"2,543,482","103,996","103,996",4.09,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,821,"2,543,482","137,311","137,311",5.4,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,822,"2,543,482","183,333","183,333",7.21,100
19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1000,"2,543,482","108,444","16,206",0.64,14.94
19780,"Des Moines-West Des Moines, IA",19,Iowa,1000,"569,633","128,061","10,954",1.92,8.55
19780,"Des Moines-West Des Moines, IA",19,Iowa,1400,"569,633","202,714","202,714",35.59,100
19780,"Des Moines-West Des Moines, IA",19,Iowa,1500,"569,633","227,926","227,926",40.01,100
19780,"Des Moines-West Des Moines, IA",19,Iowa,1600,"569,633","181,983","66,135",11.61,36.34
19780,"Des Moines-West Des Moines, IA",19,Iowa,1700,"569,633","132,055","61,904",10.87,46.88
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,2501,"4,296,250","166,809","166,809",3.88,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,2502,"4,296,250","210,117","210,117",4.89,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,2503,"4,296,250","156,693","156,693",3.65,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,2504,"4,296,250","163,891","163,891",3.81,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,2505,"4,296,250","148,370","148,370",3.45,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,2506,"4,296,250","165,926","165,926",3.86,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,2507,"4,296,250","91,792","91,792",2.14,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,2508,"4,296,250","98,757","98,757",2.3,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3400,"4,296,250","180,967","180,967",4.21,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3500,"4,296,250","251,359","251,359",5.85,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3600,"4,296,250","96,942","96,942",2.26,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3701,"4,296,250","99,236","99,236",2.31,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3702,"4,296,250","78,813","78,813",1.83,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3703,"4,296,250","75,676","75,676",1.76,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3704,"4,296,250","99,335","99,335",2.31,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3705,"4,296,250","87,704","87,704",2.04,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3706,"4,296,250","93,610","93,610",2.18,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3707,"4,296,250","74,218","74,218",1.73,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3708,"4,296,250","105,185","105,185",2.45,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3801,"4,296,250","93,949","93,949",2.19,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3802,"4,296,250","204,289","204,289",4.76,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3803,"4,296,250","190,877","190,877",4.44,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3804,"4,296,250","112,548","112,548",2.62,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3805,"4,296,250","133,082","133,082",3.1,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3806,"4,296,250","154,748","154,748",3.6,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3807,"4,296,250","120,367","120,367",2.8,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3900,"4,296,250","129,699","129,699",3.02,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,4000,"4,296,250","134,056","134,056",3.12,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,4101,"4,296,250","147,797","147,797",3.44,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,4102,"4,296,250","152,177","152,177",3.54,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,4103,"4,296,250","121,525","121,525",2.83,100
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,4104,"4,296,250","155,736","155,736",3.62,100
20020,"Dothan, AL",1,Alabama,1800,"145,639","197,917","17,302",11.88,8.74
20020,"Dothan, AL",1,Alabama,2500,"145,639","114,499","26,786",18.39,23.39
20020,"Dothan, AL",1,Alabama,2600,"145,639","151,802","101,551",69.73,66.9
20100,"Dover, DE",10,Delaware,200,"162,310","162,310","162,310",100,100
20220,"Dubuque, IA",19,Iowa,500,"93,653","198,880","93,653",100,47.09
20260,"Duluth, MN-WI",27,Minnesota,400,"279,771","200,226","200,226",71.57,100
20260,"Duluth, MN-WI",27,Minnesota,500,"279,771","186,174","35,386",12.65,19.01
20260,"Duluth, MN-WI",55,Wisconsin,100,"279,771","178,774","44,159",15.78,24.7
20500,"Durham-Chapel Hill, NC",37,North Carolina,2000,"504,357","141,754",2,0,0
20500,"Durham-Chapel Hill, NC",37,North Carolina,2400,"504,357","156,831","39,464",7.82,25.16
20500,"Durham-Chapel Hill, NC",37,North Carolina,2602,"504,357","173,335",352,0.07,0.2
20500,"Durham-Chapel Hill, NC",37,North Carolina,2801,"504,357","141,130","141,130",27.98,100
20500,"Durham-Chapel Hill, NC",37,North Carolina,2802,"504,357","126,105","126,105",25,100
20500,"Durham-Chapel Hill, NC",37,North Carolina,2900,"504,357","197,304","197,304",39.12,100
20700,"East Stroudsburg, PA",42,Pennsylvania,600,"169,842","153,553",6,0,0
20700,"East Stroudsburg, PA",42,Pennsylvania,700,"169,842","169,820","169,820",99.99,100
20700,"East Stroudsburg, PA",42,Pennsylvania,3702,"169,842","126,722",16,0.01,0.01
20740,"Eau Claire, WI",55,Wisconsin,500,"161,151","161,151","161,151",100,100
20940,"El Centro, CA",6,California,8200,"174,528","174,528","174,528",100,100
21060,"Elizabethtown-Fort Knox, KY",21,Kentucky,1300,"148,338","134,986","14,193",9.57,10.51
21060,"Elizabethtown-Fort Knox, KY",21,Kentucky,1400,"148,338","134,145","134,145",90.43,100
21140,"Elkhart-Goshen, IN",18,Indiana,700,"197,559","197,559","197,559",100,100
21300,"Elmira, NY",36,New York,2700,"88,830","107,173","88,830",100,82.88
21340,"El Paso, TX",48,Texas,3400,"804,123","110,077","3,476",0.43,3.16
21340,"El Paso, TX",48,Texas,3501,"804,123","132,440","132,440",16.47,100
21340,"El Paso, TX",48,Texas,3502,"804,123","109,942","109,942",13.67,100
21340,"El Paso, TX",48,Texas,3503,"804,123","109,621","109,621",13.63,100
21340,"El Paso, TX",48,Texas,3504,"804,123","288,016","288,016",35.82,100
21340,"El Paso, TX",48,Texas,3505,"804,123","160,628","160,628",19.98,100
21500,"Erie, PA",42,Pennsylvania,100,"280,566","101,759","101,759",36.27,100
21500,"Erie, PA",42,Pennsylvania,200,"280,566","178,807","178,807",63.73,100
21660,"Eugene, OR",41,Oregon,701,"351,715","118,204","118,204",33.61,100
21660,"Eugene, OR",41,Oregon,702,"351,715","233,511","233,511",66.39,100
21780,"Evansville, IN-KY",18,Indiana,3700,"311,552","116,189","116,189",37.29,100
21780,"Evansville, IN-KY",18,Indiana,3800,"311,552","149,113","149,113",47.86,100
21780,"Evansville, IN-KY",21,Kentucky,1500,"311,552","107,285","46,250",14.85,43.11
21820,"Fairbanks, AK",2,Alaska,300,"97,581","172,208","97,581",100,56.66
22020,"Fargo, ND-MN",27,Minnesota,100,"208,777","145,090","58,999",28.26,40.66
22020,"Fargo, ND-MN",38,North Dakota,400,"208,777","149,778","149,778",71.74,100
22140,"Farmington, NM",35,New Mexico,100,"130,044","130,044","130,044",100,100
22180,"Fayetteville, NC",37,North Carolina,3600,"366,383","120,741","120,741",32.95,100
22180,"Fayetteville, NC",37,North Carolina,3700,"366,383","198,690","198,690",54.23,100
22180,"Fayetteville, NC",37,North Carolina,3900,"366,383","217,995","46,952",12.82,21.54
22220,"Fayetteville-Springdale-Rogers, AR-MO",5,Arkansas,100,"463,204","221,432","221,432",47.8,100
22220,"Fayetteville-Springdale-Rogers, AR-MO",5,Arkansas,200,"463,204","202,972","202,972",43.82,100
22220,"Fayetteville-Springdale-Rogers, AR-MO",5,Arkansas,300,"463,204","154,757","15,717",3.39,10.16
22220,"Fayetteville-Springdale-Rogers, AR-MO",29,Missouri,2600,"463,204","189,071","23,083",4.98,12.21
22380,"Flagstaff, AZ",4,Arizona,400,"134,421","134,421","134,421",100,100
22420,"Flint, MI",26,Michigan,2200,"425,790","102,434","102,434",24.06,100
22420,"Flint, MI",26,Michigan,2301,"425,790","108,086","108,086",25.38,100
22420,"Flint, MI",26,Michigan,2302,"425,790","285,918","215,270",50.56,75.29
22500,"Florence, SC",45,South Carolina,1400,"205,566","129,669","68,674",33.41,52.96
22500,"Florence, SC",45,South Carolina,1600,"205,566","169,954","136,892",66.59,80.55
22520,"Florence-Muscle Shoals, AL",1,Alabama,100,"147,137","147,137","147,137",100,100
22540,"Fond du Lac, WI",55,Wisconsin,1400,"101,633","259,175","101,633",100,39.21
22660,"Fort Collins, CO",8,Colorado,101,"299,630","118,499","13,322",4.45,11.24
22660,"Fort Collins, CO",8,Colorado,102,"299,630","151,914","151,914",50.7,100
22660,"Fort Collins, CO",8,Colorado,200,"299,630","134,394","134,394",44.85,100
22900,"Fort Smith, AR-OK",5,Arkansas,1300,"280,467","187,692","187,692",66.92,100
22900,"Fort Smith, AR-OK",40,Oklahoma,700,"280,467","180,072","50,384",17.96,27.98
22900,"Fort Smith, AR-OK",40,Oklahoma,800,"280,467","243,372","42,391",15.11,17.42
23060,"Fort Wayne, IN",18,Indiana,900,"416,257","196,650","196,650",47.24,100
23060,"Fort Wayne, IN",18,Indiana,1000,"416,257","158,679","158,679",38.12,100
23060,"Fort Wayne, IN",18,Indiana,1100,"416,257","132,426","60,928",14.64,46.01
23420,"Fresno, CA",6,California,3301,"930,450","327,934","327,934",35.24,100
23420,"Fresno, CA",6,California,3302,"930,450","150,726","150,726",16.2,100
23420,"Fresno, CA",6,California,3401,"930,450","162,875","162,448",17.46,99.74
23420,"Fresno, CA",6,California,3402,"930,450","289,343","289,343",31.1,100
23460,"Gadsden, AL",1,Alabama,1000,"104,430","104,430","104,430",100,100
23540,"Gainesville, FL",12,Florida,800,"264,275","139,382","16,939",6.41,12.15
23540,"Gainesville, FL",12,Florida,1001,"264,275","112,893","112,893",42.72,100
23540,"Gainesville, FL",12,Florida,1002,"264,275","134,443","134,443",50.87,100
23580,"Gainesville, GA",13,Georgia,300,"179,684","200,243",38,0.02,0.02
23580,"Gainesville, GA",13,Georgia,600,"179,684","179,646","179,646",99.98,100
23900,"Gettysburg, PA",42,Pennsylvania,2801,"101,407","125,984","101,407",100,80.49
24020,"Glens Falls, NY",36,New York,300,"128,923","128,923","128,923",100,100
24140,"Goldsboro, NC",37,North Carolina,4300,"122,623","122,623","122,623",100,100
24220,"Grand Forks, ND-MN",27,Minnesota,100,"98,461","145,090","31,600",32.09,21.78
24220,"Grand Forks, ND-MN",38,North Dakota,500,"98,461","98,615","66,861",67.91,67.8
24260,"Grand Island, NE",31,Nebraska,300,"81,850","106,716","81,850",100,76.7
24300,"Grand Junction, CO",8,Colorado,101,"146,723","118,499","3,424",2.33,2.89
24300,"Grand Junction, CO",8,Colorado,103,"146,723","143,299","143,299",97.67,100
24340,"Grand Rapids-Wyoming, MI",26,Michigan,1300,"988,938","188,031","188,031",19.01,100
24340,"Grand Rapids-Wyoming, MI",26,Michigan,1401,"988,938","159,249","159,249",16.1,100
24340,"Grand Rapids-Wyoming, MI",26,Michigan,1402,"988,938","116,534","116,534",11.78,100
24340,"Grand Rapids-Wyoming, MI",26,Michigan,1403,"988,938","138,808","138,808",14.04,100
24340,"Grand Rapids-Wyoming, MI",26,Michigan,1500,"988,938","263,801","263,801",26.68,100
24340,"Grand Rapids-Wyoming, MI",26,Michigan,1700,"988,938","170,581","59,173",5.98,34.69
24340,"Grand Rapids-Wyoming, MI",26,Michigan,2100,"988,938","127,247","63,342",6.41,49.78
24420,"Grants Pass, OR",41,Oregon,800,"82,713","168,120","82,713",100,49.2
24500,"Great Falls, MT",30,Montana,200,"81,327","145,087","81,327",100,56.05
24540,"Greeley, CO",8,Colorado,300,"252,825","252,891","252,825",100,99.97
24580,"Green Bay, WI",55,Wisconsin,200,"306,241","103,986","103,986",33.96,100
24580,"Green Bay, WI",55,Wisconsin,300,"306,241","144,026","144,021",47.03,100
24580,"Green Bay, WI",55,Wisconsin,1300,"306,241","213,633","58,234",19.02,27.26
24660,"Greensboro-High Point, NC",37,North Carolina,1601,"723,801","112,753","112,753",15.58,100
24660,"Greensboro-High Point, NC",37,North Carolina,1602,"723,801","127,889","127,889",17.67,100
24660,"Greensboro-High Point, NC",37,North Carolina,1700,"723,801","247,764","247,764",34.23,100
24660,"Greensboro-High Point, NC",37,North Carolina,2000,"723,801","141,754","141,752",19.58,100
24660,"Greensboro-High Point, NC",37,North Carolina,2400,"723,801","156,831","93,643",12.94,59.71
24780,"Greenville, NC",37,North Carolina,4600,"168,148","168,148","168,148",100,100
24860,"Greenville-Anderson-Mauldin, SC",45,South Carolina,100,"824,112","193,503","119,230",14.47,61.62
24860,"Greenville-Anderson-Mauldin, SC",45,South Carolina,201,"824,112","263,571","263,571",31.98,100
24860,"Greenville-Anderson-Mauldin, SC",45,South Carolina,202,"824,112","187,654","187,654",22.77,100
24860,"Greenville-Anderson-Mauldin, SC",45,South Carolina,600,"824,112","128,001","66,537",8.07,51.98
24860,"Greenville-Anderson-Mauldin, SC",45,South Carolina,700,"824,112","187,120","187,120",22.71,100
25020,"Guayama, PR",72,Puerto Rico,1500,"84,214","110,668","19,274",22.89,17.42
25020,"Guayama, PR",72,Puerto Rico,1600,"84,214","136,533","64,940",77.11,47.56
25060,"Gulfport-Biloxi-Pascagoula, MS",28,Mississippi,2100,"370,702","140,127","43,929",11.85,31.35
25060,"Gulfport-Biloxi-Pascagoula, MS",28,Mississippi,2200,"370,702","187,105","187,105",50.47,100
25060,"Gulfport-Biloxi-Pascagoula, MS",28,Mississippi,2300,"370,702","139,668","139,668",37.68,100
25180,"Hagerstown-Martinsburg, MD-WV",24,Maryland,200,"251,599","147,430","147,430",58.6,100
25180,"Hagerstown-Martinsburg, MD-WV",54,West Virginia,400,"251,599","261,041","104,169",41.4,39.91
25220,"Hammond, LA",22,Louisiana,1700,"121,097","121,097","121,097",100,100
25260,"Hanford-Corcoran, CA",6,California,3600,"152,982","152,982","152,982",100,100
25420,"Harrisburg-Carlisle, PA",42,Pennsylvania,3001,"549,475","137,641","137,641",25.05,100
25420,"Harrisburg-Carlisle, PA",42,Pennsylvania,3002,"549,475","130,459","130,459",23.74,100
25420,"Harrisburg-Carlisle, PA",42,Pennsylvania,3101,"549,475","144,116","144,116",26.23,100
25420,"Harrisburg-Carlisle, PA",42,Pennsylvania,3102,"549,475","137,259","137,259",24.98,100
25500,"Harrisonburg, VA",51,Virginia,700,"125,228","236,585","125,228",100,52.93
25540,"Hartford-West Hartford-East Hartford, CT",9,Connecticut,200,"1,212,381","157,344","157,344",12.98,100
25540,"Hartford-West Hartford-East Hartford, CT",9,Connecticut,300,"1,212,381","109,493","109,493",9.03,100
25540,"Hartford-West Hartford-East Hartford, CT",9,Connecticut,400,"1,212,381","160,997","160,997",13.28,100
25540,"Hartford-West Hartford-East Hartford, CT",9,Connecticut,500,"1,212,381","112,847","112,847",9.31,100
25540,"Hartford-West Hartford-East Hartford, CT",9,Connecticut,600,"1,212,381","110,787","110,787",9.14,100
25540,"Hartford-West Hartford-East Hartford, CT",9,Connecticut,700,"1,212,381","117,771","117,771",9.71,100
25540,"Hartford-West Hartford-East Hartford, CT",9,Connecticut,800,"1,212,381","124,775","124,775",10.29,100
25540,"Hartford-West Hartford-East Hartford, CT",9,Connecticut,900,"1,212,381","152,691","152,691",12.59,100
25540,"Hartford-West Hartford-East Hartford, CT",9,Connecticut,1300,"1,212,381","165,676","165,676",13.67,100
25620,"Hattiesburg, MS",28,Mississippi,1800,"142,842","115,158","12,250",8.58,10.64
25620,"Hattiesburg, MS",28,Mississippi,1900,"142,842","130,592","130,592",91.42,100
25860,"Hickory-Lenoir-Morganton, NC",37,North Carolina,700,"365,497","154,357","154,357",42.23,100
25860,"Hickory-Lenoir-Morganton, NC",37,North Carolina,800,"365,497","211,124","211,124",57.76,100
25860,"Hickory-Lenoir-Morganton, NC",37,North Carolina,1500,"365,497","159,453",16,0,0.01
25940,"Hilton Head Island-Bluffton-Beaufort, SC",45,South Carolina,1900,"187,010","187,010","187,010",100,100
25980,"Hinesville, GA",13,Georgia,3600,"77,917","174,733","77,917",100,44.59
26140,"Homosassa Springs, FL",12,Florida,1600,"141,236","234,654","141,234",100,60.19
26140,"Homosassa Springs, FL",12,Florida,1700,"141,236","172,780",2,0,0
26300,"Hot Springs, AR",5,Arkansas,1500,"96,024","161,433","96,024",100,59.48
26380,"Houma-Thibodaux, LA",22,Louisiana,2100,"208,178","119,739","96,318",46.27,80.44
26380,"Houma-Thibodaux, LA",22,Louisiana,2200,"208,178","111,860","111,860",53.73,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,3900,"5,920,416","153,009","28,417",0.48,18.57
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4501,"5,920,416","188,827","188,827",3.19,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4502,"5,920,416","247,687","247,684",4.18,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4503,"5,920,416","173,187","173,179",2.93,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4601,"5,920,416","119,119","119,119",2.01,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4602,"5,920,416","140,552","140,552",2.37,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4603,"5,920,416","123,000","123,000",2.08,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4604,"5,920,416","145,239","145,239",2.45,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4605,"5,920,416","124,520","124,520",2.1,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4606,"5,920,416","128,193","128,193",2.17,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4607,"5,920,416","154,728","154,728",2.61,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4608,"5,920,416","133,706","133,706",2.26,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4609,"5,920,416","114,811","114,811",1.94,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4610,"5,920,416","128,420","128,420",2.17,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4611,"5,920,416","127,242","127,242",2.15,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4612,"5,920,416","139,124","139,124",2.35,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4613,"5,920,416","135,013","135,013",2.28,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4614,"5,920,416","158,614","158,614",2.68,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4615,"5,920,416","169,505","169,505",2.86,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4616,"5,920,416","156,210","156,210",2.64,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4617,"5,920,416","289,725","289,725",4.89,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4618,"5,920,416","254,377","254,377",4.3,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4619,"5,920,416","220,632","220,632",3.73,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4620,"5,920,416","136,785","136,785",2.31,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4621,"5,920,416","242,995","242,995",4.1,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4622,"5,920,416","205,937","205,937",3.48,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4623,"5,920,416","236,602","236,602",4,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4624,"5,920,416","158,367","158,367",2.67,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4625,"5,920,416","149,043","149,043",2.52,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4701,"5,920,416","378,044","378,044",6.39,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4702,"5,920,416","207,331","207,331",3.5,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4801,"5,920,416","136,865","136,865",2.31,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4802,"5,920,416","176,301","176,301",2.98,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4901,"5,920,416","107,139","107,139",1.81,100
26420,"Houston-The Woodlands-Sugar Land, TX",48,Texas,4902,"5,920,416","184,170","184,170",3.11,100
26580,"Huntington-Ashland, WV-KY-OH",21,Kentucky,2200,"364,908","137,883","86,452",23.69,62.7
26580,"Huntington-Ashland, WV-KY-OH",39,Ohio,4800,"364,908","126,609","62,450",17.11,49.33
26580,"Huntington-Ashland, WV-KY-OH",54,West Virginia,700,"364,908","123,643","96,319",26.4,77.9
26580,"Huntington-Ashland, WV-KY-OH",54,West Virginia,800,"364,908","282,563","55,486",15.21,19.64
26580,"Huntington-Ashland, WV-KY-OH",54,West Virginia,1200,"364,908","127,789","64,201",17.59,50.24
26620,"Huntsville, AL",1,Alabama,200,"417,593","174,305","174,305",41.74,100
26620,"Huntsville, AL",1,Alabama,300,"417,593","243,288","243,288",58.26,100
26820,"Idaho Falls, ID",16,Idaho,300,"133,265","207,499","133,265",100,64.22
26900,"Indianapolis-Carmel-Anderson, IN",18,Indiana,1901,"1,887,877","165,686","165,686",8.78,100
26900,"Indianapolis-Carmel-Anderson, IN",18,Indiana,1902,"1,887,877","165,523","165,523",8.77,100
26900,"Indianapolis-Carmel-Anderson, IN",18,Indiana,2001,"1,887,877","124,099","124,099",6.57,100
26900,"Indianapolis-Carmel-Anderson, IN",18,Indiana,2002,"1,887,877","121,975","121,975",6.46,100
26900,"Indianapolis-Carmel-Anderson, IN",18,Indiana,2301,"1,887,877","118,447","118,447",6.27,100
26900,"Indianapolis-Carmel-Anderson, IN",18,Indiana,2302,"1,887,877","100,739","100,739",5.34,100
26900,"Indianapolis-Carmel-Anderson, IN",18,Indiana,2303,"1,887,877","109,205","109,205",5.78,100
26900,"Indianapolis-Carmel-Anderson, IN",18,Indiana,2304,"1,887,877","136,828","136,828",7.25,100
26900,"Indianapolis-Carmel-Anderson, IN",18,Indiana,2305,"1,887,877","142,787","142,787",7.56,100
26900,"Indianapolis-Carmel-Anderson, IN",18,Indiana,2306,"1,887,877","154,027","154,027",8.16,100
26900,"Indianapolis-Carmel-Anderson, IN",18,Indiana,2307,"1,887,877","141,360","141,360",7.49,100
26900,"Indianapolis-Carmel-Anderson, IN",18,Indiana,2400,"1,887,877","139,654","139,654",7.4,100
26900,"Indianapolis-Carmel-Anderson, IN",18,Indiana,2500,"1,887,877","214,342","214,342",11.35,100
26900,"Indianapolis-Carmel-Anderson, IN",18,Indiana,2600,"1,887,877","110,042","37,963",2.01,34.5
26900,"Indianapolis-Carmel-Anderson, IN",18,Indiana,3000,"1,887,877","134,412","15,242",0.81,11.34
26980,"Iowa City, IA",19,Iowa,600,"152,586","179,636","21,704",14.22,12.08
26980,"Iowa City, IA",19,Iowa,700,"152,586","130,882","130,882",85.78,100
27060,"Ithaca, NY",36,New York,1700,"101,564","136,815","101,564",100,74.23
27100,"Jackson, MI",26,Michigan,2900,"160,248","160,248","160,248",100,100
27140,"Jackson, MS",28,Mississippi,1300,"567,122","141,617","141,617",24.97,100
27140,"Jackson, MS",28,Mississippi,1400,"567,122","169,228","169,228",29.84,100
27140,"Jackson, MS",28,Mississippi,1500,"567,122","171,260","171,260",30.2,100
