MARPP Real personal income and regional price parities by MSA 1
MARPP Real personal income and regional price parities by MSA 1
Metropolitan Statistical Area
GeoFIPS,GeoName,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",92.546,91.057,92.821,93.725,93.352,93.293,93.797,93.669,92.667,92.408,92.198,90.280,89.378,92.764,92.436,92.680
24780,"Greenville, NC (Metropolitan Statistical Area)",89.944,88.387,91.792,92.013,92.599,91.631,91.547,90.011,92.326,90.986,87.811,89.351,87.500,89.525,88.064,91.612
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",91.316,90.980,93.053,93.284,93.207,92.943,92.564,93.396,93.686,93.006,91.732,90.714,90.329,93.452,92.940,92.778
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",95.298,91.399,93.277,94.001,94.292,92.757,94.238,91.323,92.498,91.933,87.330,89.139,89.235,88.958,88.927,89.345
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",100.168,100.792,97.028,100.093,99.353,100.121,99.393,100.767,99.656,98.616,94.034,93.270,93.056,95.334,93.451,95.149
25220,"Hammond, LA (Metropolitan Statistical Area)",88.499,86.672,90.865,88.913,86.517,87.606,86.707,88.506,87.739,87.698,88.720,89.136,86.948,88.786,89.241,87.510
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",100.809,97.876,95.812,99.700,96.064,95.730,94.633,99.008,97.075,96.022,101.717,98.040,99.778,98.507,102.310,98.415
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",99.063,99.654,98.323,97.672,97.049,98.895,95.718,98.663,98.238,99.445,97.727,96.699,96.109,97.265,95.841,96.525
25500,"Harrisonburg, VA (Metropolitan Statistical Area)",92.003,90.849,92.826,91.386,92.322,92.258,92.682,91.771,91.280,90.454,93.400,92.612,90.422,94.021,94.908,93.218
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",104.662,104.860,103.016,102.425,102.451,102.062,100.780,103.316,102.999,103.647,102.439,102.877,103.889,101.900,104.744,102.568
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",88.857,84.581,87.918,89.283,89.107,89.382,88.669,88.533,87.896,87.935,88.381,87.787,85.237,88.320,89.016,89.303
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",89.963,90.292,90.755,92.293,90.909,89.464,91.198,89.513,90.890,90.811,88.646,86.981,86.986,89.096,89.461,89.221
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",95.038,92.543,95.829,92.931,93.482,95.640,94.841,95.168,95.933,92.081,95.947,97.724,93.568,99.106,99.296,95.654
25980,"Hinesville, GA (Metropolitan Statistical Area)",90.466,86.039,91.264,92.051,90.608,92.791,91.983,89.745,91.771,90.032,93.727,93.385,89.778,93.563,94.387,93.888
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",90.303,91.667,90.915,90.274,92.685,91.833,91.993,91.582,90.093,88.589,93.862,90.841,89.921,93.742,94.628,95.433
26300,"Hot Springs, AR (Metropolitan Statistical Area)",86.624,84.772,86.660,88.753,88.108,87.415,85.164,86.048,88.382,85.700,85.721,86.256,87.203,88.662,86.223,85.801
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",90.445,89.183,94.400,94.283,95.139,95.725,93.886,94.228,95.074,93.997,89.801,90.887,92.166,88.407,88.357,88.583
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",99.444,100.537,100.950,98.585,99.959,101.013,102.123,103.042,102.334,99.906,101.708,101.420,100.031,99.697,98.822,100.220
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",88.101,87.798,88.127,91.128,89.596,89.232,90.401,89.997,90.453,88.844,88.331,87.155,86.854,88.755,88.456,88.435
26620,"Huntsville, AL (Metropolitan Statistical Area)",92.061,91.097,92.496,93.781,93.975,93.583,92.661,92.647,93.525,94.002,89.819,91.215,90.668,91.462,92.828,94.397
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",95.270,93.890,91.203,93.711,93.213,91.768,87.934,94.972,95.439,95.508,90.834,91.995,90.943,90.397,90.897,89.946
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",96.574,96.144,95.957,94.363,94.894,95.712,94.732,94.292,94.164,93.253,94.729,95.232,93.598,94.843,93.807,94.578
26980,"Iowa City, IA (Metropolitan Statistical Area)",95.821,95.053,97.313,96.346,96.527,97.175,97.678,95.139,95.540,94.715,94.853,95.724,95.559,92.945,91.311,91.830
27060,"Ithaca, NY (Metropolitan Statistical Area)",100.406,102.649,100.317,101.717,101.951,99.866,100.021,103.539,102.191,104.991,101.503,103.624,101.308,102.158,98.584,98.924
27100,"Jackson, MI (Metropolitan Statistical Area)",96.846,93.092,92.351,93.952,93.484,91.443,93.340,91.125,92.978,91.332,92.977,93.262,92.071,93.597,91.504,92.732
27140,"Jackson, MS (Metropolitan Statistical Area)",91.949,91.378,93.567,93.372,93.323,93.282,92.999,93.228,93.893,92.940,89.021,88.697,88.993,88.713,90.386,90.671
27180,"Jackson, TN (Metropolitan Statistical Area)",86.094,82.673,85.313,85.819,87.519,85.087,86.996,87.213,85.919,85.934,84.243,84.230,83.793,85.219,86.792,87.278
27260,"Jacksonville, FL (Metropolitan Statistical Area)",99.553,97.845,98.590,99.147,98.937,98.237,99.237,99.232,99.302,98.737,97.003,95.927,96.383,98.704,98.483,99.216
27340,"Jacksonville, NC (Metropolitan Statistical Area)",93.866,94.307,96.142,97.594,95.467,93.721,94.187,92.995,93.715,92.862,90.855,90.145,88.315,89.543,92.302,91.584
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",94.551,94.738,96.310,94.808,95.004,94.401,95.443,92.831,92.846,92.489,93.943,94.136,91.554,93.025,91.834,91.393
27620,"Jefferson City, MO (Metropolitan Statistical Area)",81.391,84.722,87.823,87.468,89.985,88.379,86.886,86.796,85.850,82.552,89.305,91.121,88.940,88.159,87.013,87.681
27740,"Johnson City, TN (Metropolitan Statistical Area)",91.560,89.878,90.605,91.849,93.427,89.689,91.506,91.487,91.608,90.011,86.369,89.137,88.454,86.978,87.436,88.872
27780,"Johnstown, PA (Metropolitan Statistical Area)",90.828,91.072,90.580,88.942,86.869,88.636,89.193,88.645,88.733,90.787,89.323,87.048,87.519,86.088,87.376,88.064
27860,"Jonesboro, AR (Metropolitan Statistical Area)",84.184,81.810,83.915,85.297,85.769,85.047,85.502,85.493,84.751,85.472,84.655,85.436,85.464,86.677,86.464,85.686
27900,"Joplin, MO (Metropolitan Statistical Area)",91.616,90.247,90.020,90.134,90.647,90.722,90.459,90.069,89.022,87.975,87.796,89.538,88.104,87.971,84.853,85.648
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",107.577,101.129,103.905,104.866,102.677,107.187,102.798,109.036,102.867,104.835,109.080,109.313,111.516,111.129,108.790,106.280
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",97.493,97.705,95.570,93.782,95.404,96.636,96.331,93.196,96.444,93.403,94.884,94.088,95.279,93.042,94.795,93.979
28100,"Kankakee, IL (Metropolitan Statistical Area)",99.364,98.199,99.182,100.031,99.215,98.546,97.675,96.512,97.644,98.313,93.464,94.370,90.566,91.932,92.157,92.307
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",93.021,94.856,95.907,96.528,96.808,95.784,97.071,98.576,97.226,96.832,94.279,94.971,95.044,93.619,92.016,93.266
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",94.086,98.091,96.276,101.056,99.342,98.204,98.704,97.660,97.249,98.556,101.093,102.337,99.774,100.444,104.346,98.988
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",94.422,91.935,94.157,95.293,94.077,95.080,95.227,94.553,95.144,94.152,91.963,91.970,91.928,93.286,91.366,91.761
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)",89.549,88.345,87.919,89.787,89.867,88.512,88.349,89.208,88.910,88.769,85.106,86.572,83.406,85.527,86.232,85.354
28740,"Kingston, NY (Metropolitan Statistical Area)",107.413,104.446,102.949,101.642,102.125,103.606,102.460,102.556,101.335,103.003,100.850,101.528,101.552,99.868,99.256,98.970
28940,"Knoxville, TN (Metropolitan Statistical Area)",92.141,91.604,93.274,94.022,94.859,93.503,93.076,92.945,93.891,93.353,89.039,90.863,89.480,90.104,91.330,92.773
29020,"Kokomo, IN (Metropolitan Statistical Area)",92.388,91.929,92.758,89.041,90.716,92.069,91.426,89.002,87.791,87.582,89.136,90.247,88.460,90.628,86.801,89.666
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",95.961,97.356,96.046,94.600,94.523,93.411,96.354,94.404,94.659,93.111,94.626,93.911,89.531,94.851,91.232,91.291
29180,"Lafayette, LA (Metropolitan Statistical Area)",89.046,88.975,90.038,91.250,92.591,91.009,93.550,92.426,92.813,91.831,90.374,89.967,90.208,90.888,89.563,87.010
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",91.749,93.447,93.241,91.635,93.769,94.052,92.859,92.161,91.232,91.277,92.504,93.147,90.912,92.363,91.977,91.524
29340,"Lake Charles, LA (Metropolitan Statistical Area)",91.041,87.678,89.594,91.403,91.141,91.439,91.017,91.633,91.847,92.400,89.408,89.964,91.279,90.406,89.425,86.749
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",93.765,97.301,94.635,94.666,95.534,94.996,92.309,92.177,92.952,93.709,89.813,88.376,87.680,89.344,92.766,89.895
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",96.877,95.371,95.527,96.954,96.072,95.194,96.001,96.734,96.390,95.916,94.495,93.578,93.251,96.105,96.137,97.374
29540,"Lancaster, PA (Metropolitan Statistical Area)",100.261,100.237,98.236,97.257,97.841,99.464,97.483,99.543,99.454,101.136,98.135,96.950,97.846,96.866,96.522,96.305
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",96.569,95.961,97.185,94.256,95.294,95.906,95.398,92.942,94.080,93.295,94.223,94.827,93.543,93.898,94.021,92.846
29700,"Laredo, TX (Metropolitan Statistical Area)",91.512,89.955,90.913,91.998,92.421,91.588,93.253,94.023,93.627,90.645,90.637,90.771,91.667,89.527,90.048,87.786
29740,"Las Cruces, NM (Metropolitan Statistical Area)",92.111,93.940,92.964,94.871,94.764,94.798,93.702,92.810,90.680,92.702,87.811,91.327,87.309,86.081,86.742,89.348
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",101.590,104.197,101.389,102.976,102.348,100.199,99.615,98.803,97.474,100.154,96.303,99.002,97.766,95.414,96.467,97.401
29940,"Lawrence, KS (Metropolitan Statistical Area)",98.214,97.793,97.598,95.995,96.047,96.178,96.554,93.164,94.237,94.303,94.413,92.215,93.972,92.754,92.245,90.989
30020,"Lawton, OK (Metropolitan Statistical Area)",86.778,87.692,89.114,91.267,90.900,91.963,93.185,90.898,92.320,89.830,87.151,87.200,85.614,87.022,85.330,87.627
30140,"Lebanon, PA (Metropolitan Statistical Area)",99.113,98.307,96.516,93.222,95.742,94.113,95.855,95.877,96.509,98.064,96.610,94.555,94.849,95.785,92.911,95.330
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",94.029,93.608,93.694,94.083,88.300,91.395,91.644,92.737,91.472,89.848,87.738,89.623,86.072,86.798,85.091,87.203
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",97.885,103.513,99.229,98.871,98.817,95.232,92.940,97.315,96.687,95.969,99.384,96.408,99.655,93.856,101.271,100.109
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",94.954,93.585,94.175,95.025,96.189,95.031,95.114,95.066,95.127,94.761,91.266,92.497,91.597,92.067,91.242,93.110
30620,"Lima, OH (Metropolitan Statistical Area)",92.944,90.927,92.729,89.773,91.414,90.835,91.595,89.245,88.567,87.422,88.973,89.784,89.315,88.733,89.462,87.585
30700,"Lincoln, NE (Metropolitan Statistical Area)",95.007,95.087,94.976,93.418,93.881,94.647,94.752,94.080,93.348,93.599,94.487,95.138,95.214,93.231,92.008,91.950
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",92.829,91.393,93.586,93.698,93.715,93.923,93.680,93.518,94.285,93.387,90.340,90.464,90.608,91.571,89.325,89.092
30860,"Logan, UT-ID (Metropolitan Statistical Area)",95.814,93.646,93.595,91.827,92.541,92.798,94.184,96.632,94.684,95.345,92.059,92.356,91.334,91.918,92.684,92.912
30980,"Longview, TX (Metropolitan Statistical Area)",92.175,90.997,92.558,93.223,94.326,93.136,93.373,93.612,94.191,92.072,90.833,92.126,92.354,92.407,86.582,88.417
31020,"Longview, WA (Metropolitan Statistical Area)",98.293,95.314,95.640,95.477,92.471,95.748,95.180,97.636,96.876,97.306,99.429,98.328,100.018,98.755,101.319,99.411
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",113.266,112.136,112.409,111.398,112.018,112.387,112.144,113.308,111.188,110.180,111.251,110.939,113.889,114.074,113.278,115.455
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",93.444,92.549,94.492,94.641,95.190,95.467,95.644,94.832,95.392,94.789,91.843,91.463,91.782,91.831,92.352,94.018
31180,"Lubbock, TX (Metropolitan Statistical Area)",95.457,93.956,95.982,95.719,95.719,95.960,95.594,96.664,96.466,95.457,92.412,93.351,94.623,93.686,91.551,90.869
31340,"Lynchburg, VA (Metropolitan Statistical Area)",90.090,87.905,89.150,92.616,91.042,92.663,91.347,93.147,91.603,91.585,89.525,88.921,87.997,91.081,90.926,90.284
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",91.250,89.191,89.468,90.751,90.111,89.462,87.956,89.749,89.840,89.798,88.594,86.975,85.283,87.325,90.160,90.039
31460,"Madera, CA (Metropolitan Statistical Area)",97.874,100.731,95.991,96.540,98.801,95.473,95.729,96.071,92.816,97.549,100.687,98.054,94.125,100.031,103.024,102.948
31540,"Madison, WI (Metropolitan Statistical Area)",98.177,98.668,98.812,96.898,97.395,97.805,98.212,96.024,95.969,95.641,98.169,98.092,95.869,96.631,95.551,95.786
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",109.180,104.399,104.408,104.712,104.149,101.991,104.337,104.906,107.992,107.271,103.373,104.194,104.779,102.141,108.109,105.074
31740,"Manhattan, KS (Metropolitan Statistical Area)",85.837,88.533,93.053,92.617,94.556,94.862,94.772,91.610,89.600,90.789,93.800,93.031,91.734,90.696,89.469,90.258
31860,"Mankato, MN (Metropolitan Statistical Area)",85.102,88.661,92.758,86.326,94.539,94.217,89.537,92.157,88.767,89.413,94.816,94.818,91.229,88.314,88.941,87.637
31900,"Mansfield, OH (Metropolitan Statistical Area)",92.361,89.512,90.922,90.691,91.003,87.715,89.088,88.926,89.201,87.705,85.676,89.202,88.932,88.263,87.675,86.616
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",86.812,86.282,87.663,87.968,89.133,88.244,89.093,89.409,89.787,89.271,86.801,86.821,88.032,87.251,86.614,85.555
32780,"Medford, OR (Metropolitan Statistical Area)",97.403,99.535,98.698,101.982,100.897,97.194,98.344,98.690,98.012,99.958,102.694,99.908,101.896,102.225,105.715,103.349
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",94.219,92.771,94.684,95.010,95.052,94.750,94.636,94.258,95.296,94.298,89.623,91.362,90.404,90.358,91.848,92.427
32900,"Merced, CA (Metropolitan Statistical Area)",94.230,98.340,96.657,98.436,98.590,98.098,96.043,95.654,95.263,98.209,101.240,101.239,98.751,100.267,102.904,99.517
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",106.533,106.019,105.278,106.682,107.442,106.677,105.849,107.268,107.864,108.297,109.498,108.538,109.523,109.949,111.797,111.824
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",83.749,87.459,88.883,89.004,88.921,89.775,90.346,87.646,87.215,84.657,91.600,89.957,91.862,90.746,88.636,92.071
33220,"Midland, MI (Metropolitan Statistical Area)",94.169,93.934,92.528,92.722,93.199,93.396,92.940,91.070,92.094,89.357,92.709,92.444,88.748,91.466,88.212,90.565
33260,"Midland, TX (Metropolitan Statistical Area)",96.458,96.171,98.526,101.089,100.292,101.479,103.208,104.237,102.600,100.579,99.843,100.498,95.838,97.735,95.875,94.761
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",98.047,99.070,97.814,96.284,97.652,97.091,97.052,97.830,99.073,100.792,95.879,97.562,95.745,95.552,95.139,95.536
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",102.856,104.868,102.280,102.514,101.210,102.048,103.542,102.789,102.403,102.247,104.668,102.729,102.386,103.426,102.639,104.509
33540,"Missoula, MT (Metropolitan Statistical Area)",98.036,96.813,97.140,97.948,93.915,94.974,95.994,95.726,95.803,97.895,92.650,95.783,93.901,94.625,90.126,93.107
33660,"Mobile, AL (Metropolitan Statistical Area)",89.975,89.276,89.837,91.583,92.584,91.805,93.244,91.105,91.872,91.816,87.491,88.102,87.074,87.729,87.561,89.418
33700,"Modesto, CA (Metropolitan Statistical Area)",98.673,102.464,100.348,101.842,102.083,100.634,99.248,98.601,97.707,99.807,104.625,104.599,103.162,102.945,105.919,104.962
33740,"Monroe, LA (Metropolitan Statistical Area)",86.841,84.743,88.961,87.976,86.812,87.342,88.423,85.466,86.496,87.492,86.761,86.127,83.564,86.826,86.839,83.601
33780,"Monroe, MI (Metropolitan Statistical Area)",96.195,96.393,97.647,98.177,94.124,95.405,96.710,95.548,92.938,93.423,95.282,93.588,93.514,92.013,93.320,93.214
33860,"Montgomery, AL (Metropolitan Statistical Area)",91.307,90.727,92.324,91.098,93.269,91.394,90.675,90.622,93.087,92.801,88.423,88.756,87.517,88.497,89.833,90.757
34060,"Morgantown, WV (Metropolitan Statistical Area)",89.368,87.390,92.697,93.762,91.746,93.047,89.859,95.804,94.380,90.171,94.067,91.573,91.899,95.815,92.395,92.275
34100,"Morristown, TN (Metropolitan Statistical Area)",86.062,82.443,86.350,87.938,88.354,88.165,86.598,87.034,85.408,86.588,85.948,86.817,84.049,84.330,87.651,87.712
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",103.072,101.157,100.022,100.021,98.664,98.847,96.890,101.379,101.462,101.849,104.141,101.715,102.136,100.324,105.711,106.018
34620,"Muncie, IN (Metropolitan Statistical Area)",93.897,91.441,91.702,91.301,90.580,92.127,89.971,88.328,88.636,89.020,90.930,88.456,87.159,88.963,88.203,88.802
34740,"Muskegon, MI (Metropolitan Statistical Area)",93.213,93.928,93.635,91.402,90.789,90.688,92.734,87.310,90.414,89.875,91.739,93.426,93.382,91.940,91.853,91.683
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",94.167,93.446,94.009,94.648,94.436,93.036,94.015,93.519,94.895,93.389,92.181,92.187,92.604,94.769,94.108,92.818
34900,"Napa, CA (Metropolitan Statistical Area)",115.141,114.974,112.638,111.818,111.621,113.019,114.776,115.162,117.614,121.381,115.960,112.572,112.230,112.443,112.909,111.770
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",104.271,101.524,102.203,99.857,101.597,101.357,101.349,102.676,103.743,104.315,100.741,100.634,99.103,102.209,102.701,105.811
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",95.801,95.284,96.733,97.112,97.410,97.622,97.332,97.306,99.386,98.620,94.033,95.826,95.991,95.274,96.602,97.430
35100,"New Bern, NC (Metropolitan Statistical Area)",86.670,86.856,87.146,89.314,90.662,90.386,88.381,91.382,89.110,85.840,89.164,89.014,88.211,91.145,90.715,89.945
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",113.996,114.038,108.754,111.235,110.385,109.950,109.681,109.091,108.578,108.714,103.184,103.240,103.642,101.402,105.164,103.502
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",97.869,96.033,97.244,97.551,97.816,97.677,97.531,96.897,98.256,97.083,93.858,94.914,95.744,94.326,93.587,91.146
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",113.409,114.854,113.477,114.664,113.863,113.431,113.281,113.227,113.685,113.481,114.624,114.855,115.527,114.835,113.007,112.473
35660,"Niles, MI (Metropolitan Statistical Area)",94.324,91.657,92.492,91.966,91.258,90.716,91.958,91.133,91.255,89.647,89.138,87.379,90.316,91.956,88.100,89.677
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",101.277,100.254,100.093,100.260,100.896,99.845,101.089,101.090,101.493,102.164,100.961,99.989,99.629,99.282,101.587,103.635
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",104.669,105.089,102.181,102.235,102.086,102.411,98.406,102.292,103.001,102.603,102.043,102.874,102.460,100.113,103.756,100.420
36100,"Ocala, FL (Metropolitan Statistical Area)",96.255,95.319,94.075,95.131,94.774,93.468,93.886,93.323,94.806,94.362,93.261,91.888,91.199,93.855,93.924,95.506
36140,"Ocean City, NJ (Metropolitan Statistical Area)",113.158,107.475,112.637,107.167,102.831,101.378,105.121,103.457,103.112,106.982,102.520,98.178,102.073,94.190,103.095,101.471
36220,"Odessa, TX (Metropolitan Statistical Area)",96.368,94.125,96.235,98.577,97.896,99.935,101.216,99.302,99.037,98.436,96.945,98.073,99.160,96.359,94.023,92.056
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",95.093,99.092,97.577,100.047,100.430,98.094,98.415,95.683,96.240,97.514,95.760,97.719,95.392,93.646,94.293,95.132
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",92.791,91.630,93.998,94.199,94.762,94.657,95.080,94.277,94.772,94.443,92.067,91.906,92.659,92.462,91.334,90.978
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",105.363,104.065,102.798,104.940,101.269,101.882,104.711,104.003,106.049,107.465,105.010,104.476,101.906,103.493,107.447,106.477
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",96.092,96.250,95.865,94.289,95.767,95.155,95.642,94.245,94.667,94.054,94.250,94.910,94.960,93.784,92.037,92.519
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",101.332,99.393,99.689,100.321,99.914,99.739,100.248,100.163,100.785,100.530,98.853,98.181,98.473,99.811,100.515,101.109
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",97.180,94.687,95.241,94.253,94.481,95.175,93.293,93.065,93.080,91.968,92.295,92.488,92.610,92.532,91.315,90.692
36980,"Owensboro, KY (Metropolitan Statistical Area)",88.467,88.141,89.785,91.497,93.481,92.067,91.917,92.116,91.857,93.374,88.010,89.293,89.042,87.550,88.339,90.034
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",109.543,110.358,109.331,109.592,110.396,111.180,113.085,113.136,111.060,108.050,114.102,112.461,111.343,111.431,114.382,113.470
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",99.901,97.145,98.505,98.602,97.983,97.045,98.907,99.579,98.784,99.416,98.340,96.610,96.782,98.935,99.384,100.838
37460,"Panama City, FL (Metropolitan Statistical Area)",98.177,95.844,97.342,98.412,97.118,94.376,95.402,95.103,95.591,94.510,94.257,94.606,94.553,96.774,97.485,97.980
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",87.002,86.255,86.963,88.489,91.593,91.703,90.577,92.642,92.650,91.255,89.657,88.032,86.155,89.689,87.156,88.219
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",96.381,95.223,96.104,98.679,97.316,96.233,96.893,97.216,97.417,96.631,95.282,93.949,93.292,95.757,95.363,95.560
37900,"Peoria, IL (Metropolitan Statistical Area)",93.050,93.435,92.438,91.659,92.393,92.388,93.174,92.027,90.234,89.160,91.502,92.023,89.879,90.190,89.902,88.617
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",106.620,107.793,106.441,105.296,103.837,101.796,102.412,102.251,102.566,104.007,103.158,103.676,102.300,99.047,100.640,103.547
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",105.692,105.414,102.653,100.302,98.688,99.458,99.121,98.724,100.376,98.850,99.596,100.022,102.787,99.094,103.843,105.524
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",85.509,85.608,87.439,86.740,88.097,87.910,86.670,85.576,87.391,84.610,82.949,84.475,83.831,87.271,81.381,80.325
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",92.249,93.037,94.586,94.987,95.692,94.525,94.464,95.088,94.038,95.028,95.617,95.491,95.623,94.851,93.803,94.442
38340,"Pittsfield, MA (Metropolitan Statistical Area)",99.833,99.397,98.668,95.384,97.851,96.180,96.889,100.650,100.627,100.813,100.484,99.254,99.472,96.006,99.993,92.967
38540,"Pocatello, ID (Metropolitan Statistical Area)",94.127,89.186,90.271,88.032,91.054,91.696,89.575,94.622,88.963,92.055,89.050,87.874,88.976,88.537,87.307,87.752
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",102.616,103.281,101.052,98.700,101.328,103.110,94.559,99.994,102.367,102.279,101.941,97.569,102.606,101.842,104.794,103.597
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",98.944,102.209,101.312,101.814,104.300,103.001,102.137,103.712,101.540,103.716,107.341,106.447,105.837,105.398,108.808,106.615
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",101.067,98.589,98.817,98.873,99.147,98.372,99.849,99.706,100.477,99.264,99.016,94.389,98.620,98.509,98.317,101.675
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area) *",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),109.962,109.570,110.800,111.876,109.675,110.309,109.968,109.728
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",103.032,98.832,97.848,97.782,96.568,97.807,96.421,100.321,98.625,99.584,93.627,95.893,93.190,93.949,92.632,95.026
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",103.906,104.048,101.964,101.432,100.398,101.646,100.629,102.402,102.031,103.077,101.460,101.873,101.659,101.315,103.574,100.862
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",97.127,102.267,98.924,100.850,100.392,99.948,98.096,97.773,97.010,99.232,96.626,98.256,94.806,95.803,94.894,95.023
39380,"Pueblo, CO (Metropolitan Statistical Area)",91.344,95.026,93.484,96.154,96.185,94.256,92.064,92.620,93.130,94.287,90.939,92.576,90.146,90.675,90.409,92.397
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",97.508,95.174,96.934,96.593,97.855,95.463,96.848,97.801,98.722,98.833,97.155,95.673,98.857,96.246,95.893,98.437
39540,"Racine, WI (Metropolitan Statistical Area)",96.656,96.733,94.881,93.524,94.502,95.097,95.388,96.708,94.613,98.482,93.643,94.243,93.876,92.149,90.887,95.038
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",96.978,95.876,97.129,98.232,97.997,97.907,98.353,98.235,99.227,98.421,96.884,95.591,95.404,97.629,98.306,97.989
39660,"Rapid City, SD (Metropolitan Statistical Area)",91.496,91.227,92.980,87.624,94.701,93.623,91.933,90.037,90.147,89.527,92.031,92.420,94.177,91.947,90.665,90.315
39740,"Reading, PA (Metropolitan Statistical Area)",99.128,99.439,98.248,97.691,97.822,99.899,97.392,98.222,98.767,99.061,98.339,97.324,96.005,96.032,96.245,96.019
