STATE00,COUNTY00,TRACT00,GEOID00,POP00,HU00,PART00,AREA00,AREALAND00,STATE10,COUNTY10,TRACT10,GEOID10,POP10,HU10,PART10,AREA10,AREALAND10,AREAPT,AREALANDPT,AREAPCT00PT,AREALANDPCT00PT,AREAPCT10PT,AREALANDPCT10PT,POP10PT,POPPCT00,POPPCT10,HU10PT,HUPCT00,HUPCT10
21,13,960300,21013960300,2381,1047,P,88115177,87153763,21,13,960300,21013960300,2381,1047,P,88119481,87158067,88114221,87152807,100,100,99.99,99.99,2381,100,100,1047,100,100
21,13,960300,21013960300,2381,1047,P,88115177,87153763,21,13,960500,21013960500,2194,1044,P,73267233,72932819,956,956,0,0,0,0,0,0,0,0,0,0
21,13,960400,21013960400,1879,844,W,125139946,124130934,21,13,960400,21013960400,1896,852,P,138003560,136990303,125139946,124130934,100,100,90.68,90.61,1879,100,99.1,844,100,99.06
21,13,960500,21013960500,2211,1052,P,86129689,85791130,21,13,960300,21013960300,2381,1047,P,88119481,87158067,124,124,0,0,0,0,0,0,0,0,0,0
21,13,960500,21013960500,2211,1052,P,86129689,85791130,21,13,960400,21013960400,1896,852,P,138003560,136990303,12863288,12859143,14.93,14.99,9.32,9.39,17,0.77,0.9,8,0.76,0.94
21,13,960500,21013960500,2211,1052,P,86129689,85791130,21,13,960500,21013960500,2194,1044,P,73267233,72932819,73266277,72931863,85.07,85.01,100,100,2194,99.23,100,1044,99.24,100
21,13,960600,21013960600,4747,2328,W,40874079,40506879,21,13,960600,21013960600,4747,2328,W,40874079,40506879,40874079,40506879,100,100,100,100,4747,100,100,2328,100,100
21,13,960700,21013960700,2849,1435,W,6532793,6427657,21,13,960700,21013960700,2849,1435,P,6652399,6540873,6532793,6427657,100,100,98.2,98.27,2849,100,100,1435,100,100
21,13,960800,21013960800,3771,1629,P,63127331,62509090,21,13,960700,21013960700,2849,1435,P,6652399,6540873,119606,113216,0.19,0.18,1.8,1.73,0,0,0,0,0,0
21,13,960800,21013960800,3771,1629,P,63127331,62509090,21,13,960800,21013960800,3771,1629,W,63007725,62395874,63007725,62395874,99.81,99.82,100,100,3771,100,100,1629,100,100
21,13,960900,21013960900,2026,649,P,109300234,108619914,21,13,960200,21013960200,5150,2432,P,124469640,123848771,1814,1814,0,0,0,0,0,0,0,0,0,0
21,13,960900,21013960900,2026,649,P,109300234,108619914,21,13,961100,21013961100,3139,1163,P,188723168,187795322,109298420,108618100,100,100,57.91,57.84,2026,100,64.54,649,100,55.8
21,13,961000,21013961000,1113,514,W,79424748,79177222,21,13,961100,21013961100,3139,1163,P,188723168,187795322,79424748,79177222,100,100,42.09,42.16,1113,100,35.46,514,100,44.2
21,15,70100,21015070100,6680,2935,P,4689333,4679032,21,15,70100,21015070100,6680,2935,W,4687774,4677553,4687774,4677553,99.97,99.97,100,100,6680,100,100,2935,100,100
21,15,70100,21015070100,6680,2935,P,4689333,4679032,21,117,64300,21117064300,3174,1663,P,1701187,1687048,1559,1479,0.03,0.03,0.09,0.09,0,0,0,0,0,0
21,15,70200,21015070200,6368,2927,W,4269735,4269524,21,15,70200,21015070200,6368,2927,W,4269735,4269524,4269735,4269524,100,100,100,100,6368,100,100,2927,100,100
21,15,70301,21015070301,5506,2410,P,11512974,11484331,21,15,70301,21015070301,5506,2410,W,11511987,11483344,11511987,11483344,99.99,99.99,100,100,5506,100,100,2410,100,100
21,15,70301,21015070301,5506,2410,P,11512974,11484331,21,117,63604,21117063604,6209,2316,P,13149212,12901067,987,987,0.01,0.01,0.01,0.01,0,0,0,0,0,0
21,15,70304,21015070304,2538,1111,P,39763776,39235496,21,15,70311,21015070311,2538,1111,W,26298905,25781458,26298905,25781458,66.14,65.71,100,100,2538,100,100,1111,100,100
21,15,70304,21015070304,2538,1111,P,39763776,39235496,21,15,70402,21015070402,8254,2867,P,73637260,72300799,176969,176969,0.45,0.45,0.24,0.24,0,0,0,0,0,0
21,15,70304,21015070304,2538,1111,P,39763776,39235496,21,15,980100,21015980100,0,0,P,15846550,15824553,13287902,13277069,33.42,33.84,83.85,83.9,0,0,0,0,0,0
21,15,70305,21015070305,5644,2623,W,6067476,6067476,21,15,70305,21015070305,5644,2623,W,6067476,6067476,6067476,6067476,100,100,100,100,5644,100,100,2623,100,100
21,15,70306,21015070306,10975,4203,P,10664992,10653546,21,15,70312,21015070312,3053,1364,W,3780504,3780504,3780504,3780504,35.45,35.49,100,100,3053,27.82,100,1364,32.45,100
21,15,70306,21015070306,10975,4203,P,10664992,10653546,21,15,70313,21015070313,3057,1147,W,3508203,3496757,3508203,3496757,32.89,32.82,100,100,3057,27.85,100,1147,27.29,100
21,15,70306,21015070306,10975,4203,P,10664992,10653546,21,15,70314,21015070314,4865,1692,W,3376285,3376285,3376285,3376285,31.66,31.69,100,100,4865,44.33,100,1692,40.26,100
21,15,70307,21015070307,11018,3985,W,20476026,20461840,21,15,70307,21015070307,11018,3985,W,20476026,20461840,20476026,20461840,100,100,100,100,11018,100,100,3985,100,100
21,15,70308,21015070308,9807,4131,W,10473101,10452522,21,15,70308,21015070308,9807,4131,W,10473101,10452522,10473101,10452522,100,100,100,100,9807,100,100,4131,100,100
21,15,70309,21015070309,6184,1956,W,7316719,7316719,21,15,70309,21015070309,6184,1956,W,7316719,7316719,7316719,7316719,100,100,100,100,6184,100,100,1956,100,100
21,15,70401,21015070401,8566,2907,W,62974711,54308945,21,15,70401,21015070401,8566,2907,W,62974711,54308945,62974711,54308945,100,100,100,100,8566,100,100,2907,100,100
21,15,70402,21015070402,8254,2867,P,76018939,74671314,21,15,70402,21015070402,8254,2867,P,73637260,72300799,73460291,72123830,96.63,96.59,99.76,99.76,8254,100,100,2867,100,100
21,15,70402,21015070402,8254,2867,P,76018939,74671314,21,15,980100,21015980100,0,0,P,15846550,15824553,2558648,2547484,3.37,3.41,16.15,16.1,0,0,0,0,0,0
21,15,70501,21015070501,13893,5091,P,23191039,23191039,21,15,70502,21015070502,4229,1677,P,154751571,141184571,283441,283441,1.22,1.22,0.18,0.2,0,0,0,0,0,0
21,15,70501,21015070501,13893,5091,P,23191039,23191039,21,15,70503,21015070503,6179,2686,W,6104445,6104445,6104445,6104445,26.32,26.32,100,100,6179,44.48,100,2686,52.76,100
21,15,70501,21015070501,13893,5091,P,23191039,23191039,21,15,70504,21015070504,7759,2420,P,17842001,17842001,16803153,16803153,72.46,72.46,94.18,94.18,7714,55.52,99.42,2405,47.24,99.38
21,15,70502,21015070502,4274,1692,P,155506978,141939978,21,15,70502,21015070502,4229,1677,P,154751571,141184571,154468130,140901130,99.33,99.27,99.82,99.8,4229,98.95,100,1677,99.11,100
21,15,70502,21015070502,4274,1692,P,155506978,141939978,21,15,70504,21015070504,7759,2420,P,17842001,17842001,1038848,1038848,0.67,0.73,5.82,5.82,45,1.05,0.58,15,0.89,0.62
21,15,70601,21015070601,2593,1019,W,94125831,92531600,21,15,70601,21015070601,2593,1019,P,94126761,92532530,94125831,92531600,100,100,100,100,2593,100,100,1019,100,100
21,15,70603,21015070603,13466,5175,P,54465725,54332029,21,15,70605,21015070605,5535,2029,W,10568127,10551926,10568127,10551926,19.4,19.42,100,100,5535,41.1,100,2029,39.21,100
21,15,70603,21015070603,13466,5175,P,54465725,54332029,21,15,70606,21015070606,4163,1695,W,21526516,21411129,21526516,21411129,39.52,39.41,100,100,4163,30.91,100,1695,32.75,100
21,15,70603,21015070603,13466,5175,P,54465725,54332029,21,15,70607,21015070607,3768,1451,W,22370723,22368615,22370723,22368615,41.07,41.17,100,100,3768,27.98,100,1451,28.04,100
21,15,70603,21015070603,13466,5175,P,54465725,54332029,21,117,63701,21117063701,3172,1220,P,79891577,79056919,359,359,0,0,0,0,0,0,0,0,0,0
21,15,70604,21015070604,3045,1122,W,82723888,82473844,21,15,70604,21015070604,3045,1122,W,82723888,82473844,82723888,82473844,100,100,100,100,3045,100,100,1122,100,100
21,17,30100,21017030100,3975,1904,P,26000028,25712882,21,17,30100,21017030100,3975,1904,W,25695019,25410717,25695019,25410717,98.83,98.82,100,100,3975,100,100,1904,100,100
21,17,30100,21017030100,3975,1904,P,26000028,25712882,21,17,30400,21017030400,2407,1025,P,143887706,142831140,31054,31054,0.12,0.12,0.02,0.02,0,0,0,0,0,0
21,17,30100,21017030100,3975,1904,P,26000028,25712882,21,17,30500,21017030500,2329,1109,P,160434169,159481739,273955,271111,1.05,1.05,0.17,0.17,0,0,0,0,0,0
21,17,30200,21017030200,6018,2639,W,10051658,10036307,21,17,30200,21017030200,6018,2639,W,10051658,10036307,10051658,10036307,100,100,100,100,6018,100,100,2639,100,100
21,17,30300,21017030300,3076,1281,W,210141080,208525805,21,17,30300,21017030300,3076,1281,W,210141080,208525805,210141080,208525805,100,100,100,100,3076,100,100,1281,100,100
21,17,30400,21017030400,2407,1025,W,143856652,142800086,21,17,30400,21017030400,2407,1025,P,143887706,142831140,143856652,142800086,100,100,99.98,99.98,2407,100,100,1025,100,100
21,17,30500,21017030500,2329,1109,W,160160214,159210628,21,17,30500,21017030500,2329,1109,P,160434169,159481739,160160214,159210628,100,100,99.83,99.83,2329,100,100,1109,100,100
21,17,30600,21017030600,2180,969,W,205010537,204083869,21,17,30600,21017030600,2180,969,W,205010537,204083869,205010537,204083869,100,100,100,100,2180,100,100,969,100,100
21,19,30200,21019030200,1072,778,W,5987870,3843348,21,19,30200,21019030200,1381,991,P,6289036,4144514,5987870,3843348,100,100,95.21,92.73,1072,100,77.62,778,100,78.51
21,19,30300,21019030300,2046,1083,W,1548690,1548050,21,19,30300,21019030300,2046,1083,P,1557972,1557332,1548690,1548050,100,100,99.4,99.4,2046,100,100,1083,100,100
21,19,30400,21019030400,2270,984,P,5636873,4303677,21,19,30400,21019030400,2268,983,P,5566063,4232867,5566052,4232856,98.74,98.35,100,100,2268,99.91,100,983,99.9,100
21,19,30400,21019030400,2270,984,P,5636873,4303677,21,19,31002,21019031002,6942,2319,P,40272973,40037805,4404,4404,0.08,0.1,0.01,0.01,2,0.09,0.03,1,0.1,0.04
21,19,30400,21019030400,2270,984,P,5636873,4303677,21,19,31300,21019031300,2536,1180,P,13736389,12692904,66417,66417,1.18,1.54,0.48,0.52,0,0,0,0,0,0
21,19,30500,21019030500,4484,2025,P,4203973,4203132,21,19,30400,21019030400,2268,983,P,5566063,4232867,11,11,0,0,0,0,0,0,0,0,0,0
21,19,30500,21019030500,4484,2025,P,4203973,4203132,21,19,30500,21019030500,4484,2025,P,4204595,4203754,4203962,4203121,100,100,99.98,99.98,4484,100,100,2025,100,100
21,19,30600,21019030600,4213,1972,P,6878110,6860682,21,19,30500,21019030500,4484,2025,P,4204595,4203754,77,77,0,0,0,0,0,0,0,0,0,0
21,19,30600,21019030600,4213,1972,P,6878110,6860682,21,19,30600,21019030600,4213,1972,W,6878033,6860605,6878033,6860605,100,100,100,100,4213,100,100,1972,100,100
21,19,30700,21019030700,3397,1614,W,2704159,2704159,21,19,30700,21019030700,3397,1614,W,2704159,2704159,2704159,2704159,100,100,100,100,3397,100,100,1614,100,100
21,19,30800,21019030800,3916,1924,P,4600124,4600124,21,19,30300,21019030300,2046,1083,P,1557972,1557332,9282,9282,0.2,0.2,0.6,0.6,0,0,0,0,0,0
21,19,30800,21019030800,3916,1924,P,4600124,4600124,21,19,30800,21019030800,3916,1924,W,4590842,4590842,4590842,4590842,99.8,99.8,100,100,3916,100,100,1924,100,100
21,19,30900,21019030900,5833,2648,P,14406918,14392231,21,19,30200,21019030200,1381,991,P,6289036,4144514,301166,301166,2.09,2.09,4.79,7.27,309,5.3,22.38,213,8.04,21.49
21,19,30900,21019030900,5833,2648,P,14406918,14392231,21,19,30900,21019030900,5524,2435,W,14105752,14091065,14105752,14091065,97.91,97.91,100,100,5524,94.7,100,2435,91.96,100
21,19,31000,21019031000,8405,2898,P,77635891,77125371,21,19,30500,21019030500,4484,2025,P,4204595,4203754,556,556,0,0,0.01,0.01,0,0,0,0,0,0
21,19,31000,21019031000,8405,2898,P,77635891,77125371,21,19,31001,21019031001,1463,580,W,37361973,37086621,37361973,37086621,48.12,48.09,100,100,1463,17.41,100,580,20.01,100
21,19,31000,21019031000,8405,2898,P,77635891,77125371,21,19,31002,21019031002,6942,2319,P,40272973,40037805,40261389,40026221,51.86,51.9,99.97,99.97,6940,82.57,99.97,2317,79.95,99.91
21,19,31000,21019031000,8405,2898,P,77635891,77125371,21,43,960600,21043960600,6401,2738,P,111179521,110197336,11973,11973,0.02,0.02,0.01,0.01,2,0.02,0.03,1,0.03,0.04
21,19,31100,21019031100,7919,3252,P,197262175,196955507,21,19,31100,21019031100,7919,3252,P,197254066,196947398,197252264,196945596,99.99,99.99,100,100,7919,100,100,3252,100,100
21,19,31100,21019031100,7919,3252,P,197262175,196955507,21,43,960600,21043960600,6401,2738,P,111179521,110197336,9911,9911,0.01,0.01,0.01,0.01,0,0,0,0,0,0
21,19,31200,21019031200,3453,1445,P,85113894,84896917,21,19,31100,21019031100,7919,3252,P,197254066,196947398,511,511,0,0,0,0,0,0,0,0,0,0
21,19,31200,21019031200,3453,1445,P,85113894,84896917,21,19,31200,21019031200,3453,1445,W,85113319,84896342,85113319,84896342,100,100,100,100,3453,100,100,1445,100,100
21,19,31200,21019031200,3453,1445,P,85113894,84896917,21,19,31300,21019031300,2536,1180,P,13736389,12692904,64,64,0,0,0,0,0,0,0,0,0,0
21,19,31300,21019031300,2536,1180,W,13669908,12626423,21,19,31300,21019031300,2536,1180,P,13736389,12692904,13669908,12626423,100,100,99.52,99.48,2536,100,100,1180,100,100
21,21,990100,21021990100,5365,2234,W,32059691,30936429,21,21,930100,21021930100,5365,2234,P,32059802,30936540,32059691,30936429,100,100,100,100,5365,100,100,2234,100,100
21,21,990200,21021990200,4334,2019,P,60767009,58267488,21,21,930100,21021930100,5365,2234,P,32059802,30936540,111,111,0,0,0,0,0,0,0,0,0,0
21,21,990200,21021990200,4334,2019,P,60767009,58267488,21,21,930200,21021930200,4313,2012,P,59838864,57344382,59335120,56845550,97.64,97.56,99.16,99.13,4313,99.52,100,2012,99.65,100
21,21,990200,21021990200,4334,2019,P,60767009,58267488,21,137,920102,21137920102,4709,2034,P,95312691,94130932,1431778,1421827,2.36,2.44,1.5,1.51,21,0.48,0.45,7,0.35,0.34
21,21,990300,21021990300,3223,1127,W,3565146,3544656,21,21,930300,21021930300,3223,1127,W,3565146,3544656,3565146,3544656,100,100,100,100,3223,100,100,1127,100,100
21,21,990400,21021990400,3938,1911,W,12916255,12857690,21,21,930400,21021930400,3938,1911,W,12916255,12857690,12916255,12857690,100,100,100,100,3938,100,100,1911,100,100
21,21,990500,21021990500,3457,1454,W,94745531,93979308,21,21,930500,21021930500,3457,1454,W,94745531,93979308,94745531,93979308,100,100,100,100,3457,100,100,1454,100,100
21,21,990600,21021990600,3617,1575,W,178285546,176663250,21,21,930600,21021930600,3617,1575,P,178285790,176663494,178285546,176663250,100,100,100,100,3617,100,100,1575,100,100
21,21,990700,21021990700,4519,1999,P,91461374,91088587,21,21,930600,21021930600,3617,1575,P,178285790,176663494,244,244,0,0,0,0,0,0,0,0,0,0
21,21,990700,21021990700,4519,1999,P,91461374,91088587,21,21,930700,21021930700,4519,1999,P,91681706,91308919,91461130,91088343,100,100,99.76,99.76,4519,100,100,1999,100,100
21,23,950100,21023950100,2620,1175,W,130282041,125802352,21,23,950100,21023950100,2623,1184,P,130905887,126190921,130282041,125802352,100,100,99.52,99.69,2620,100,99.89,1175,100,99.24
21,23,950200,21023950200,1772,808,P,142459765,138948748,21,23,950100,21023950100,2623,1184,P,130905887,126190921,623846,388569,0.44,0.28,0.48,0.31,3,0.17,0.11,9,1.11,0.76
21,23,950200,21023950200,1772,808,P,142459765,138948748,21,23,950200,21023950200,1769,799,W,141835919,138560179,141835919,138560179,99.56,99.72,100,100,1769,99.83,100,799,98.89,100
21,23,950300,21023950300,4096,1857,P,268429302,267782746,21,23,950300,21023950300,4096,1857,W,268428693,267782137,268428693,267782137,100,100,100,100,4096,100,100,1857,100,100
21,23,950300,21023950300,4096,1857,P,268429302,267782746,21,201,970100,21201970100,2282,1095,P,259253268,258767993,609,609,0,0,0,0,0,0,0,0,0,0
21,25,980100,21025980100,1184,518,P,155825481,155527894,21,25,920100,21025920100,1184,518,P,155853479,155555892,155822465,155524878,100,100,99.98,99.98,1184,100,100,518,100,100
21,25,980100,21025980100,1184,518,P,155825481,155527894,21,25,920400,21025920400,1297,603,P,333600507,332004418,3016,3016,0,0,0,0,0,0,0,0,0,0
21,25,980200,21025980200,2221,986,W,188697404,187276226,21,25,920200,21025920200,2221,986,W,188697404,187276226,188697404,187276226,100,100,100,100,2221,100,100,986,100,100
21,25,980300,21025980300,3905,1807,P,64975991,63877187,21,25,920300,21025920300,3693,1715,W,51534399,50435595,51534399,50435595,79.31,78.96,100,100,3693,94.57,100,1715,94.91,100
21,25,980300,21025980300,3905,1807,P,64975991,63877187,21,25,920400,21025920400,1297,603,P,333600507,332004418,13441592,13441592,20.69,21.04,4.03,4.05,212,5.43,16.35,92,5.09,15.26
21,25,980400,21025980400,1085,511,P,320186913,318590824,21,25,920100,21025920100,1184,518,P,155853479,155555892,31014,31014,0.01,0.01,0.02,0.02,0,0,0,0,0,0
21,25,980400,21025980400,1085,511,P,320186913,318590824,21,25,920400,21025920400,1297,603,P,333600507,332004418,320155899,318559810,99.99,99.99,95.97,95.95,1085,100,83.65,511,100,84.74
21,25,980500,21025980500,1915,839,W,235988635,234839622,21,25,920700,21025920700,1915,839,W,235988635,234839622,235988635,234839622,100,100,100,100,1915,100,100,839,100,100
