STATE00,COUNTY00,TRACT00,GEOID00,POP00,HU00,PART00,AREA00,AREALAND00,STATE10,COUNTY10,TRACT10,GEOID10,POP10,HU10,PART10,AREA10,AREALAND10,AREAPT,AREALANDPT,AREAPCT00PT,AREALANDPCT00PT,AREAPCT10PT,AREALANDPCT10PT,POP10PT,POPPCT00,POPPCT10,HU10PT,HUPCT00,HUPCT10
21,47,201200,21047201200,2889,1170,P,194200984,191748539,21,47,201301,21047201301,3099,1266,P,240986347,239144801,4823398,4818600,2.48,2.51,2,2.01,145,5.02,4.68,69,5.9,5.45
21,47,201200,21047201200,2889,1170,P,194200984,191748539,21,219,950200,21219950200,5349,2229,P,288066870,286632504,365,365,0,0,0,0,0,0,0,0,0,0
21,47,201300,21047201300,10461,4564,P,266434386,264453261,21,47,200300,21047200300,3559,1604,P,42661647,42374399,188,188,0,0,0,0,0,0,0,0,0,0
21,47,201300,21047201300,10461,4564,P,266434386,264453261,21,47,201200,21047201200,2660,1066,P,186717519,184275069,76058,76058,0.03,0.03,0.04,0.04,0,0,0,0,0,0
21,47,201300,21047201300,10461,4564,P,266434386,264453261,21,47,201301,21047201301,3099,1266,P,240986347,239144801,236162949,234326201,88.64,88.61,98,97.99,2954,28.24,95.32,1197,26.23,94.55
21,47,201300,21047201300,10461,4564,P,266434386,264453261,21,47,201302,21047201302,7507,3367,P,30235823,30091845,30194347,30050369,11.33,11.36,99.86,99.86,7507,71.76,100,3367,73.77,100
21,47,201300,21047201300,10461,4564,P,266434386,264453261,21,219,950200,21219950200,5349,2229,P,288066870,286632504,25,25,0,0,0,0,0,0,0,0,0,0
21,47,201300,21047201300,10461,4564,P,266434386,264453261,21,219,950400,21219950400,1404,587,P,187787095,186578715,819,420,0,0,0,0,0,0,0,0,0,0
21,47,201400,21047201400,2816,1187,P,331234150,328319250,21,47,201400,21047201400,2817,1188,P,331273694,328358414,331029818,328115364,99.94,99.94,99.93,99.93,2816,100,99.96,1187,100,99.92
21,47,201400,21047201400,2816,1187,P,331234150,328319250,21,47,201501,21047201501,5315,1428,P,1999092,1999092,19847,19847,0.01,0.01,0.99,0.99,0,0,0,0,0,0
21,47,201400,21047201400,2816,1187,P,331234150,328319250,21,47,980100,21047980100,0,0,P,41592190,41419229,184485,184039,0.06,0.06,0.44,0.44,0,0,0,0,0,0
21,47,201500,21047201500,13686,2693,P,54790601,54617260,21,47,201302,21047201302,7507,3367,P,30235823,30091845,41476,41476,0.08,0.08,0.14,0.14,0,0,0,0,0,0
21,47,201500,21047201500,13686,2693,P,54790601,54617260,21,47,201400,21047201400,2817,1188,P,331273694,328358414,243876,243050,0.45,0.45,0.07,0.07,1,0.01,0.04,1,0.04,0.08
21,47,201500,21047201500,13686,2693,P,54790601,54617260,21,47,201501,21047201501,5315,1428,P,1999092,1999092,1979245,1979245,3.61,3.62,99.01,99.01,5315,38.84,100,1428,53.03,100
21,47,201500,21047201500,13686,2693,P,54790601,54617260,21,47,201502,21047201502,4527,1260,W,3998086,3998086,3998086,3998086,7.3,7.32,100,100,4527,33.08,100,1260,46.79,100
21,47,201500,21047201500,13686,2693,P,54790601,54617260,21,47,201503,21047201503,3843,4,W,7120213,7120213,7120213,7120213,13,13.04,100,100,3843,28.08,100,4,0.15,100
21,47,201500,21047201500,13686,2693,P,54790601,54617260,21,47,980100,21047980100,0,0,P,41592190,41419229,41407705,41235190,75.57,75.5,99.56,99.56,0,0,0,0,0,0
21,49,20101,21049020101,5391,2517,W,3367397,3367397,21,49,20101,21049020101,5391,2517,W,3367397,3367397,3367397,3367397,100,100,100,100,5391,100,100,2517,100,100
21,49,20103,21049020103,3678,1479,W,7057914,6927649,21,49,20103,21049020103,3678,1479,W,7057914,6927649,7057914,6927649,100,100,100,100,3678,100,100,1479,100,100
21,49,20104,21049020104,6686,3003,P,27571130,27429506,21,49,20105,21049020105,3430,1548,W,11666983,11586302,11666983,11586302,42.32,42.24,100,100,3430,51.3,100,1548,51.55,100
21,49,20104,21049020104,6686,3003,P,27571130,27429506,21,49,20106,21049020106,3256,1455,P,15904339,15843396,15904147,15843204,57.68,57.76,100,100,3256,48.7,100,1455,48.45,100
21,49,20200,21049020200,7240,3383,P,33788239,33530254,21,49,20106,21049020106,3256,1455,P,15904339,15843396,192,192,0,0,0,0,0,0,0,0,0,0
21,49,20200,21049020200,7240,3383,P,33788239,33530254,21,49,20201,21049020201,3107,1567,W,15553917,15431005,15553917,15431005,46.03,46.02,100,100,3107,42.91,100,1567,46.32,100
21,49,20200,21049020200,7240,3383,P,33788239,33530254,21,49,20202,21049020202,4133,1816,W,18224965,18089892,18224965,18089892,53.94,53.95,100,100,4133,57.09,100,1816,53.68,100
21,49,20200,21049020200,7240,3383,P,33788239,33530254,21,49,20300,21049020300,2503,1005,P,171772062,170083087,9165,9165,0.03,0.03,0.01,0.01,0,0,0,0,0,0
21,49,20300,21049020300,2496,1003,P,171650535,169959397,21,49,20300,21049020300,2503,1005,P,171772062,170083087,171593244,169906826,99.97,99.97,99.9,99.9,2496,100,99.72,1003,100,99.8
21,49,20300,21049020300,2496,1003,P,171650535,169959397,21,173,920302,21173920302,5767,2480,P,51017644,50737133,57291,52571,0.03,0.03,0.11,0.1,0,0,0,0,0,0
21,49,20400,21049020400,3059,1370,W,219385293,217130130,21,49,20400,21049020400,3059,1370,P,219385404,217130241,219385293,217130130,100,100,100,100,3059,100,100,1370,100,100
21,49,20500,21049020500,2570,1120,P,122593721,120915306,21,49,20400,21049020400,3059,1370,P,219385404,217130241,111,111,0,0,0,0,0,0,0,0,0,0
21,49,20500,21049020500,2570,1120,P,122593721,120915306,21,49,20500,21049020500,2570,1120,W,122593610,120915195,122593610,120915195,100,100,100,100,2570,100,100,1120,100,100
21,49,20600,21049020600,4486,1829,W,75324602,74503168,21,49,20600,21049020600,4486,1829,W,75324602,74503168,75324602,74503168,100,100,100,100,4486,100,100,1829,100,100
21,51,950100,21051950100,2026,996,W,200745777,199244610,21,51,950100,21051950100,2026,996,W,200745777,199244610,200745777,199244610,100,100,100,100,2026,100,100,996,100,100
21,51,950200,21051950200,5962,2502,W,313322894,312558588,21,51,950200,21051950200,5962,2502,P,313370385,312606079,313322894,312558588,100,100,99.98,99.98,5962,100,100,2502,100,100
21,51,950300,21051950300,6574,2130,P,77269769,76408918,21,51,950200,21051950200,5962,2502,P,313370385,312606079,1685,1685,0,0,0,0,0,0,0,0,0,0
21,51,950300,21051950300,6574,2130,P,77269769,76408918,21,51,950300,21051950300,6574,2130,W,77253595,76392744,77253595,76392744,99.98,99.98,100,100,6574,100,100,2130,100,100
21,51,950300,21051950300,6574,2130,P,77269769,76408918,21,51,950400,21051950400,3183,1494,P,248100911,247064376,98,98,0,0,0,0,0,0,0,0,0,0
21,51,950300,21051950300,6574,2130,P,77269769,76408918,21,51,950500,21051950500,2661,1139,P,165982264,165701869,14391,14391,0.02,0.02,0.01,0.01,0,0,0,0,0,0
21,51,950400,21051950400,3183,1494,P,248186133,247149748,21,51,950400,21051950400,3183,1494,P,248100911,247064376,248080893,247044508,99.96,99.96,99.99,99.99,3183,100,100,1494,100,100
21,51,950400,21051950400,3183,1494,P,248186133,247149748,21,51,950600,21051950600,1324,614,P,214655054,214335295,105240,105240,0.04,0.04,0.05,0.05,0,0,0,0,0,0
21,51,950500,21051950500,2590,1111,P,162520707,162273453,21,51,950200,21051950200,5962,2502,P,313370385,312606079,45806,45806,0.03,0.03,0.01,0.01,0,0,0,0,0,0
21,51,950500,21051950500,2590,1111,P,162520707,162273453,21,51,950500,21051950500,2661,1139,P,165982264,165701869,162474901,162227647,99.97,99.97,97.89,97.9,2590,100,97.33,1111,100,97.54
21,51,950600,21051950600,1395,642,P,218062706,217709656,21,51,950400,21051950400,3183,1494,P,248100911,247064376,19920,19770,0.01,0.01,0.01,0.01,0,0,0,0,0,0
21,51,950600,21051950600,1395,642,P,218062706,217709656,21,51,950500,21051950500,2661,1139,P,165982264,165701869,3492972,3459831,1.6,1.59,2.1,2.09,71,5.09,2.67,28,4.36,2.46
21,51,950600,21051950600,1395,642,P,218062706,217709656,21,51,950600,21051950600,1324,614,P,214655054,214335295,214549814,214230055,98.39,98.4,99.95,99.95,1324,94.91,100,614,95.64,100
21,53,970100,21053970100,2936,1553,P,211829211,202614970,21,53,970100,21053970100,2927,1550,P,199614319,190414623,195563023,186367762,92.32,91.98,97.97,97.87,2870,97.75,98.05,1526,98.26,98.45
21,53,970100,21053970100,2936,1553,P,211829211,202614970,21,53,970202,21053970202,3940,1990,P,171905661,170139901,16266188,16247208,7.68,8.02,9.46,9.55,66,2.25,1.68,27,1.74,1.36
21,53,970200,21053970200,7336,3758,P,320199220,308249225,21,53,970100,21053970100,2927,1550,P,199614319,190414623,4051296,4046861,1.27,1.31,2.03,2.13,57,0.78,1.95,24,0.64,1.55
21,53,970200,21053970200,7336,3758,P,320199220,308249225,21,53,970201,21053970201,3405,1771,W,160508451,150309671,160508451,150309671,50.13,48.76,100,100,3405,46.41,100,1771,47.13,100
21,53,970200,21053970200,7336,3758,P,320199220,308249225,21,53,970202,21053970202,3940,1990,P,171905661,170139901,155639473,153892693,48.61,49.92,90.54,90.45,3874,52.81,98.32,1963,52.24,98.64
21,55,990100,21055990100,1901,874,P,363997454,359535408,21,55,930100,21055930100,1901,874,W,363997213,359535167,363997213,359535167,100,100,100,100,1901,100,100,874,100,100
21,55,990100,21055990100,1901,874,P,363997454,359535408,21,55,930300,21055930300,1435,674,P,258998594,237570602,241,241,0,0,0,0,0,0,0,0,0,0
21,55,990200,21055990200,4240,2067,W,103500181,102713733,21,55,930200,21055930200,4250,2071,P,105967101,105179373,103500181,102713733,100,100,97.67,97.66,4240,100,99.76,2067,100,99.81
21,55,990300,21055990300,1445,678,P,261465273,240036001,21,55,930200,21055930200,4250,2071,P,105967101,105179373,2466920,2465640,0.94,1.03,2.33,2.34,10,0.69,0.24,4,0.59,0.19
21,55,990300,21055990300,1445,678,P,261465273,240036001,21,55,930300,21055930300,1435,674,P,258998594,237570602,258998353,237570361,99.06,98.97,100,100,1435,99.31,100,674,99.41,100
21,55,990400,21055990400,1729,950,W,232286630,229985769,21,55,930400,21055930400,1729,950,W,232286630,229985769,232286630,229985769,100,100,100,100,1729,100,100,950,100,100
21,57,950100,21057950100,4171,2058,P,409783562,405079265,21,1,970500,21001970500,2457,1162,P,264311651,263691194,884,884,0,0,0,0,0,0,0,0,0,0
21,57,950100,21057950100,4171,2058,P,409783562,405079265,21,1,970600,21001970600,1403,686,P,142776283,142365093,7547,7468,0,0,0.01,0.01,0,0,0,0,0,0
21,57,950100,21057950100,4171,2058,P,409783562,405079265,21,57,950100,21057950100,4171,2058,W,409774755,405070537,409774755,405070537,100,100,100,100,4171,100,100,2058,100,100
21,57,950100,21057950100,4171,2058,P,409783562,405079265,21,169,960200,21169960200,3058,1357,P,204938286,204331958,228,228,0,0,0,0,0,0,0,0,0,0
21,57,950100,21057950100,4171,2058,P,409783562,405079265,21,207,960200,21207960200,1612,870,P,165041261,163274973,148,148,0,0,0,0,0,0,0,0,0,0
21,57,950200,21057950200,2685,1632,P,395472668,385346488,21,57,950200,21057950200,2685,1632,P,395472286,385346367,395471775,385345933,100,100,100,100,2685,100,100,1632,100,100
21,57,950200,21057950200,2685,1632,P,395472668,385346488,21,171,930400,21171930400,4087,2003,P,346664732,342591733,893,555,0,0,0,0,0,0,0,0,0,0
21,59,100,21059000100,3324,1401,P,2559470,2559095,21,59,100,21059000100,3269,1370,W,2531138,2530763,2531138,2530763,98.89,98.89,100,100,3269,98.35,100,1370,97.79,100
21,59,100,21059000100,3324,1401,P,2559470,2559095,21,59,200,21059000200,3586,1686,P,8761515,5383376,28109,28109,1.1,1.1,0.32,0.52,55,1.65,1.53,31,2.21,1.84
21,59,100,21059000100,3324,1401,P,2559470,2559095,21,59,1300,21059001300,5881,2369,P,147489706,133250569,223,223,0.01,0.01,0,0,0,0,0,0,0,0
21,59,200,21059000200,3531,1655,W,8192259,5122175,21,59,200,21059000200,3586,1686,P,8761515,5383376,8192259,5122175,100,100,93.5,95.15,3531,100,98.47,1655,100,98.16
21,59,300,21059000300,1871,794,W,2066260,1281923,21,59,300,21059000300,1871,794,W,2066260,1281923,2066260,1281923,100,100,100,100,1871,100,100,794,100,100
21,59,400,21059000400,7401,3163,P,9529490,8091160,21,59,400,21059000400,7401,3163,W,9525232,8086902,9525232,8086902,99.96,99.95,100,100,7401,100,100,3163,100,100
21,59,400,21059000400,7401,3163,P,9529490,8091160,21,59,900,21059000900,5124,2475,P,6051805,6022574,4258,4258,0.04,0.05,0.07,0.07,0,0,0,0,0,0
21,59,500,21059000500,2032,1013,W,1778172,1776994,21,59,500,21059000500,2032,1013,W,1778172,1776994,1778172,1776994,100,100,100,100,2032,100,100,1013,100,100
21,59,600,21059000600,5434,2554,P,5251002,5222758,21,59,600,21059000600,5434,2554,W,5237159,5208915,5237159,5208915,99.74,99.73,100,100,5434,100,100,2554,100,100
21,59,600,21059000600,5434,2554,P,5251002,5222758,21,59,1200,21059001200,3215,1456,P,1693983,1692452,13843,13843,0.26,0.27,0.82,0.82,0,0,0,0,0,0
21,59,700,21059000700,4135,2197,W,2941813,2941813,21,59,700,21059000700,4135,2197,W,2941813,2941813,2941813,2941813,100,100,100,100,4135,100,100,2197,100,100
21,59,800,21059000800,3738,1984,W,2374052,2374052,21,59,800,21059000800,3738,1984,W,2374052,2374052,2374052,2374052,100,100,100,100,3738,100,100,1984,100,100
21,59,900,21059000900,5124,2475,W,6047547,6018316,21,59,900,21059000900,5124,2475,P,6051805,6022574,6047547,6018316,100,100,99.93,99.93,5124,100,100,2475,100,100
21,59,1000,21059001000,2923,1355,W,2050543,2047011,21,59,1000,21059001000,2923,1355,W,2050543,2047011,2050543,2047011,100,100,100,100,2923,100,100,1355,100,100
21,59,1100,21059001100,2375,921,W,1750539,1750539,21,59,1100,21059001100,2375,921,W,1750539,1750539,1750539,1750539,100,100,100,100,2375,100,100,921,100,100
21,59,1200,21059001200,3215,1456,W,1680140,1678609,21,59,1200,21059001200,3215,1456,P,1693983,1692452,1680140,1678609,100,100,99.18,99.18,3215,100,100,1456,100,100
21,59,1300,21059001300,5881,2369,P,148030630,133483438,21,59,200,21059000200,3586,1686,P,8761515,5383376,541147,233092,0.37,0.17,6.18,4.33,0,0,0,0,0,0
21,59,1300,21059001300,5881,2369,P,148030630,133483438,21,59,1300,21059001300,5881,2369,P,147489706,133250569,147489483,133250346,99.63,99.83,100,100,5881,100,100,2369,100,100
21,59,1401,21059001401,5298,2007,W,18837227,16392676,21,59,1401,21059001401,5298,2007,W,18837227,16392676,18837227,16392676,100,100,100,100,5298,100,100,2007,100,100
21,59,1402,21059001402,5103,1967,W,45461438,41559741,21,59,1402,21059001402,5103,1967,P,45461823,41560126,45461438,41559741,100,100,100,100,5103,100,100,1967,100,100
21,59,1501,21059001501,3635,1466,W,155801696,144376801,21,59,1501,21059001501,3635,1466,W,155801696,144376801,155801696,144376801,100,100,100,100,3635,100,100,1466,100,100
21,59,1502,21059001502,3406,1276,P,121201991,120169587,21,59,1402,21059001402,5103,1967,P,45461823,41560126,385,385,0,0,0,0,0,0,0,0,0,0
21,59,1502,21059001502,3406,1276,P,121201991,120169587,21,59,1502,21059001502,3406,1276,W,121201606,120169202,121201606,120169202,100,100,100,100,3406,100,100,1276,100,100
21,59,1601,21059001601,3822,1401,W,17746528,17562205,21,59,1601,21059001601,3822,1401,W,17746528,17562205,17746528,17562205,100,100,100,100,3822,100,100,1401,100,100
21,59,1602,21059001602,4654,1786,W,166742403,165581780,21,59,1602,21059001602,4654,1786,W,166742403,165581780,166742403,165581780,100,100,100,100,4654,100,100,1786,100,100
21,59,1701,21059001701,5935,2702,W,29468822,29191986,21,59,1701,21059001701,5935,2702,P,29474622,29197786,29468822,29191986,100,100,99.98,99.98,5935,100,100,2702,100,100
21,59,1702,21059001702,3297,1328,W,22584176,22121561,21,59,1702,21059001702,3297,1328,W,22584176,22121561,22584176,22121561,100,100,100,100,3297,100,100,1328,100,100
21,59,1703,21059001703,4278,1748,W,224306055,222465860,21,59,1703,21059001703,4278,1748,W,224306055,222465860,224306055,222465860,100,100,100,100,4278,100,100,1748,100,100
21,59,1800,21059001800,6244,2434,P,237919584,233341177,21,59,1701,21059001701,5935,2702,P,29474622,29197786,5800,5800,0,0,0.02,0.02,0,0,0,0,0,0
21,59,1800,21059001800,6244,2434,P,237919584,233341177,21,59,1800,21059001800,6244,2434,W,237913784,233335377,237913784,233335377,100,100,100,100,6244,100,100,2434,100,100
21,61,980200,21061980200,4237,2317,W,284337443,279069890,21,61,920200,21061920200,4237,2317,W,284337443,279069890,284337443,279069890,100,100,100,100,4237,100,100,2317,100,100
21,61,980300,21061980300,1636,1332,P,280856425,273862873,21,61,920300,21061920300,1628,1331,W,103311835,98407508,103311835,98407508,36.78,35.93,100,100,1628,99.51,100,1331,99.92,100
21,61,980300,21061980300,1636,1332,P,280856425,273862873,21,61,980100,21061980100,8,1,P,177629255,175540030,177544590,175455365,63.22,64.07,99.95,99.95,8,0.49,100,1,0.08,100
21,61,980400,21061980400,6288,2818,P,232532566,231531521,21,61,920400,21061920400,6288,2818,W,232447901,231446856,232447901,231446856,99.96,99.96,100,100,6288,100,100,2818,100,100
21,61,980400,21061980400,6288,2818,P,232532566,231531521,21,61,980100,21061980100,8,1,P,177629255,175540030,84665,84665,0.04,0.04,0.05,0.05,0,0,0,0,0,0
21,63,980100,21063980100,2164,1027,W,271998400,270779938,21,63,920200,21063920200,2164,1027,P,271998675,270780213,271998400,270779938,100,100,100,100,2164,100,100,1027,100,100
21,63,980200,21063980200,5688,2344,P,337500517,336108335,21,63,920100,21063920100,5688,2344,P,337485708,336093526,337484243,336092061,100,100,100,100,5688,100,100,2344,100,100
21,63,980200,21063980200,5688,2344,P,337500517,336108335,21,205,950400,21205950400,3920,1896,P,201841246,201249011,16274,16274,0,0,0.01,0.01,0,0,0,0,0,0
21,65,980100,21065980100,1427,733,W,132814353,131734435,21,65,920100,21065920100,1427,733,W,132814353,131734435,132814353,131734435,100,100,100,100,1427,100,100,733,100,100
21,65,980200,21065980200,6124,2947,W,194792246,192051778,21,65,920200,21065920200,6124,2947,W,194792246,192051778,194792246,192051778,100,100,100,100,6124,100,100,2947,100,100
21,65,980300,21065980300,5418,2361,W,169028593,167888607,21,65,920300,21065920300,5418,2361,W,169028593,167888607,169028593,167888607,100,100,100,100,5418,100,100,2361,100,100
21,65,980400,21065980400,1703,824,W,165391451,163793806,21,65,920400,21065920400,1703,824,W,165391451,163793806,165391451,163793806,100,100,100,100,1703,100,100,824,100,100
21,67,100,21067000100,4639,3416,P,2091110,2091110,21,67,101,21067000101,3072,2219,W,1302421,1302421,1302421,1302421,62.28,62.28,100,100,3072,66.22,100,2219,64.96,100
21,67,100,21067000100,4639,3416,P,2091110,2091110,21,67,102,21067000102,1567,1197,W,788689,788689,788689,788689,37.72,37.72,100,100,1567,33.78,100,1197,35.04,100
21,67,200,21067000200,3563,1504,W,1572624,1572624,21,67,200,21067000200,3563,1504,W,1572624,1572624,1572624,1572624,100,100,100,100,3563,100,100,1504,100,100
21,67,300,21067000300,3157,1681,W,1082813,1082813,21,67,300,21067000300,3157,1681,W,1082813,1082813,1082813,1082813,100,100,100,100,3157,100,100,1681,100,100
21,67,400,21067000400,1261,544,W,1185664,1185664,21,67,400,21067000400,1261,544,W,1185664,1185664,1185664,1185664,100,100,100,100,1261,100,100,544,100,100
21,67,500,21067000500,3284,1781,W,1544289,1544289,21,67,500,21067000500,3284,1781,W,1544289,1544289,1544289,1544289,100,100,100,100,3284,100,100,1781,100,100
21,67,600,21067000600,4116,2462,W,2170592,2170592,21,67,600,21067000600,4116,2462,W,2170592,2170592,2170592,2170592,100,100,100,100,4116,100,100,2462,100,100
21,67,700,21067000700,2353,1152,W,819393,819393,21,67,700,21067000700,2353,1152,W,819393,819393,819393,819393,100,100,100,100,2353,100,100,1152,100,100
21,67,801,21067000801,4094,397,W,917228,917228,21,67,801,21067000801,4094,397,W,917228,917228,917228,917228,100,100,100,100,4094,100,100,397,100,100
21,67,802,21067000802,3487,981,W,991301,991301,21,67,802,21067000802,3487,981,W,991301,991301,991301,991301,100,100,100,100,3487,100,100,981,100,100
21,67,900,21067000900,4420,2120,W,2200388,2200388,21,67,900,21067000900,4420,2120,W,2200388,2200388,2200388,2200388,100,100,100,100,4420,100,100,2120,100,100
21,67,1000,21067001000,1043,430,W,1571295,1571118,21,67,1000,21067001000,1477,723,P,4041880,4024140,1571295,1571118,100,100,38.88,39.04,1043,100,70.62,430,100,59.47
21,67,1100,21067001100,4724,2269,W,3165947,3165947,21,67,1100,21067001100,4724,2269,W,3165947,3165947,3165947,3165947,100,100,100,100,4724,100,100,2269,100,100
21,67,1200,21067001200,427,1,W,1794320,1794320,21,67,1300,21067001300,2310,893,P,2866284,2866284,1794320,1794320,100,100,62.6,62.6,427,100,18.48,1,100,0.11
21,67,1300,21067001300,1883,892,W,1071964,1071964,21,67,1300,21067001300,2310,893,P,2866284,2866284,1071964,1071964,100,100,37.4,37.4,1883,100,81.52,892,100,99.89
21,67,1400,21067001400,2523,1120,W,1147551,1147551,21,67,1400,21067001400,2523,1120,W,1147551,1147551,1147551,1147551,100,100,100,100,2523,100,100,1120,100,100
21,67,1500,21067001500,1978,913,W,1968320,1968320,21,67,1500,21067001500,1978,913,W,1968320,1968320,1968320,1968320,100,100,100,100,1978,100,100,913,100,100
21,67,1600,21067001600,2600,1289,W,1925880,1925880,21,67,1600,21067001600,2600,1289,W,1925880,1925880,1925880,1925880,100,100,100,100,2600,100,100,1289,100,100
21,67,1700,21067001700,2171,1126,W,2432458,2424933,21,67,1700,21067001700,2171,1126,W,2432458,2424933,2432458,2424933,100,100,100,100,2171,100,100,1126,100,100
21,67,1800,21067001800,2623,1451,W,874031,874031,21,67,1800,21067001800,2623,1451,W,874031,874031,874031,874031,100,100,100,100,2623,100,100,1451,100,100
21,67,1900,21067001900,4767,2070,W,2300749,2300749,21,67,1900,21067001900,4767,2070,W,2300749,2300749,2300749,2300749,100,100,100,100,4767,100,100,2070,100,100
21,67,2000,21067002000,8074,3404,P,3171259,3150491,21,67,2001,21067002001,5803,2481,W,2011145,1990377,2011145,1990377,63.42,63.18,100,100,5803,71.87,100,2481,72.88,100
21,67,2000,21067002000,8074,3404,P,3171259,3150491,21,67,2002,21067002002,2271,923,W,1160114,1160114,1160114,1160114,36.58,36.82,100,100,2271,28.13,100,923,27.12,100
21,67,2100,21067002100,434,293,W,2470585,2453022,21,67,1000,21067001000,1477,723,P,4041880,4024140,2470585,2453022,100,100,61.12,60.96,434,100,29.38,293,100,40.53
21,67,2200,21067002200,1581,829,W,1099266,1099266,21,67,2200,21067002200,1581,829,W,1099266,1099266,1099266,1099266,100,100,100,100,1581,100,100,829,100,100
21,67,2301,21067002301,6310,3321,P,6061755,5369107,21,67,2303,21067002303,4372,2497,W,3832434,3253819,3832434,3253819,63.22,60.6,100,100,4372,69.29,100,2497,75.19,100
21,67,2301,21067002301,6310,3321,P,6061755,5369107,21,67,2304,21067002304,1938,824,W,2229321,2115288,2229321,2115288,36.78,39.4,100,100,1938,30.71,100,824,24.81,100
21,67,2302,21067002302,5199,2936,W,3315903,3315829,21,67,2302,21067002302,5199,2936,W,3315903,3315829,3315903,3315829,100,100,100,100,5199,100,100,2936,100,100
21,67,2400,21067002400,4061,1954,W,4407441,4407441,21,67,2400,21067002400,4061,1954,W,4407441,4407441,4407441,4407441,100,100,100,100,4061,100,100,1954,100,100
21,67,2500,21067002500,3448,1731,W,2115745,2115745,21,67,2500,21067002500,3448,1731,W,2115745,2115745,2115745,2115745,100,100,100,100,3448,100,100,1731,100,100
21,67,2600,21067002600,4992,2616,W,2929717,2920191,21,67,2600,21067002600,4992,2616,W,2929717,2920191,2929717,2920191,100,100,100,100,4992,100,100,2616,100,100
21,67,2700,21067002700,3732,2111,W,2755604,2755604,21,67,2700,21067002700,3732,2111,W,2755604,2755604,2755604,2755604,100,100,100,100,3732,100,100,2111,100,100
21,67,2800,21067002800,3896,1896,W,3296857,3296857,21,67,2800,21067002800,3896,1896,W,3296857,3296857,3296857,3296857,100,100,100,100,3896,100,100,1896,100,100
21,67,2900,21067002900,4260,1943,W,3179554,3179554,21,67,2900,21067002900,4260,1943,W,3179554,3179554,3179554,3179554,100,100,100,100,4260,100,100,1943,100,100
21,67,3000,21067003000,5661,3008,W,4504495,4475183,21,67,3000,21067003000,5661,3008,W,4504495,4475183,4504495,4475183,100,100,100,100,5661,100,100,3008,100,100
21,67,3101,21067003101,2888,1269,W,2864796,2864796,21,67,3101,21067003101,2888,1269,W,2864796,2864796,2864796,2864796,100,100,100,100,2888,100,100,1269,100,100
21,67,3102,21067003102,2538,1071,W,2107519,2107519,21,67,3102,21067003102,2538,1071,W,2107519,2107519,2107519,2107519,100,100,100,100,2538,100,100,1071,100,100
21,67,3200,21067003200,7744,3727,P,5005732,5005732,21,67,3201,21067003201,1537,699,W,1982608,1982608,1982608,1982608,39.61,39.61,100,100,1537,19.85,100,699,18.76,100
21,67,3200,21067003200,7744,3727,P,5005732,5005732,21,67,3202,21067003202,6218,3052,P,3028170,3028170,2983163,2983163,59.59,59.59,98.51,98.51,6087,78.6,97.89,2974,79.8,97.44
21,67,3200,21067003200,7744,3727,P,5005732,5005732,21,67,3300,21067003300,2703,1334,P,3326230,3301624,39961,39961,0.8,0.8,1.2,1.21,120,1.55,4.44,54,1.45,4.05
21,67,3300,21067003300,2714,1358,P,3331276,3306670,21,67,3202,21067003202,6218,3052,P,3028170,3028170,45007,45007,1.35,1.36,1.49,1.49,131,4.83,2.11,78,5.74,2.56
21,67,3300,21067003300,2714,1358,P,3331276,3306670,21,67,3300,21067003300,2703,1334,P,3326230,3301624,3286269,3261663,98.65,98.64,98.8,98.79,2583,95.17,95.56,1280,94.26,95.95
21,67,3402,21067003402,4490,2346,W,2099418,2099418,21,67,3402,21067003402,4490,2346,W,2099418,2099418,2099418,2099418,100,100,100,100,4490,100,100,2346,100,100
21,67,3404,21067003404,4042,1989,W,2126959,2113624,21,67,3404,21067003404,4042,1989,W,2126959,2113624,2126959,2113624,100,100,100,100,4042,100,100,1989,100,100
21,67,3405,21067003405,5940,2589,W,3122822,3121099,21,67,3405,21067003405,5940,2589,W,3122822,3121099,3122822,3121099,100,100,100,100,5940,100,100,2589,100,100
21,67,3406,21067003406,6746,2788,W,4549860,4411815,21,67,3406,21067003406,6746,2788,W,4549860,4411815,4549860,4411815,100,100,100,100,6746,100,100,2788,100,100
21,67,3407,21067003407,3306,1585,W,4084988,3430358,21,67,3407,21067003407,3306,1585,P,4087496,3432866,4084988,3430358,100,100,99.94,99.93,3306,100,100,1585,100,100
21,67,3501,21067003501,3190,1545,W,1628395,1628395,21,67,3501,21067003501,3755,1869,P,1822264,1822264,1628395,1628395,100,100,89.36,89.36,3190,100,84.95,1545,100,82.66
21,67,3502,21067003502,6490,3803,P,2076705,2072786,21,67,3501,21067003501,3755,1869,P,1822264,1822264,193869,193869,9.34,9.35,10.64,10.64,565,8.71,15.05,324,8.52,17.34
21,67,3502,21067003502,6490,3803,P,2076705,2072786,21,67,3503,21067003503,2498,1700,W,727204,724704,727204,724704,35.02,34.96,100,100,2498,38.49,100,1700,44.7,100
21,67,3502,21067003502,6490,3803,P,2076705,2072786,21,67,3504,21067003504,3427,1779,W,1155632,1154213,1155632,1154213,55.65,55.68,100,100,3427,52.8,100,1779,46.78,100
21,67,3600,21067003600,4371,1876,W,4185802,4176773,21,67,3600,21067003600,4371,1876,W,4185802,4176773,4185802,4176773,100,100,100,100,4371,100,100,1876,100,100
